ci_question_id,module,version,grade,stream,section,question_type,bloom_level,question_stem,option_a,option_b,option_c,option_d,option_e,correct_option,weightage,time_secs,career_cluster_map,difficulty,is_behavioral,adaptive_trigger,explanation
APG11HUM_CA_11,APTIPATH,V3,GRADE_11_12,HUMANITIES,CORE_APTITUDE,MCQ,ANALYZE,"Rearrange to form a meaningful sentence: (1) social media (2) has fundamentally changed (3) how political movements (4) organize and mobilize (5) in democratic societies. The correct order is:","1-2-3-4-5","3-4-2-1-5","1-2-5-3-4","2-1-3-4-5","N/A","A",3,60,"CORRECT=VERBAL+MEDIA+CIVIL_SERVICES","MEDIUM",FALSE,"BOOST_ANALYTICAL","Social media (1) has fundamentally changed (2) how political movements (3) organize and mobilize (4) in democratic societies (5). Sentence rearrangement tests comprehension and logical ordering skills."
APG11HUM_CA_12,APTIPATH,V3,GRADE_11_12,HUMANITIES,CORE_APTITUDE,MCQ,ANALYZE,"Statement 1: Increasing minimum wages reduces poverty. Statement 2: Increasing minimum wages causes job losses. If both statements have empirical support then:","Statement 1 must be wrong","Statement 2 must be wrong","Economic policies often involve trade-offs — both effects can coexist simultaneously requiring nuanced analysis rather than absolute positions","Both statements are wrong since they contradict each other","N/A","C",5,90,"CORRECT=CRITICAL_THINKING+ECONOMICS+CIVIL_SERVICES","HARD",FALSE,"BOOST_ANALYTICAL","Policy analysis requires holding multiple truths simultaneously. Minimum wage increases can reduce poverty for employed workers while potentially reducing employment for some — the net effect depends on magnitude and context."
APG11HUM_AC_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A journalist discovers corruption evidence involving a powerful politician just before elections. The editor pressures them to delay publication until after elections. The journalist should:","Follow the editor's instructions without question","Publish the story with verified evidence before elections — voters have a right to informed decision-making and suppression of public interest journalism is a disservice to democracy","Leak the story anonymously on social media without verification","Sell the story to the highest bidder","N/A","B",5,90,"A=COMPLIANCE;B=PUBLIC_INTEREST_JOURNALISM;C=IRRESPONSIBLE;D=UNETHICAL","HARD",TRUE,"BOOST_MEDIA+ETHICS","Press freedom serves democracy by ensuring informed electorate. Suppressing verified public interest stories before elections undermines democratic accountability. However the story MUST be thoroughly verified before publication."
APG11HUM_AC_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A social media platform's algorithm amplifies polarizing content because it generates more engagement and ad revenue. As a media ethics professional your position is:","This is acceptable — platforms are private companies and can do whatever maximizes profit","Algorithmic amplification of polarization undermines democratic discourse — platforms have a responsibility to design algorithms that prioritize accuracy and civic health over engagement metrics","Users are responsible for their own media consumption","All social media should be banned","N/A","B",5,90,"A=PROFIT_ONLY;B=PLATFORM_RESPONSIBILITY;C=INDIVIDUAL_BLAME;D=EXTREME","HARD",TRUE,"BOOST_MEDIA+ETHICS","Algorithmic amplification of polarization is a recognized threat to democratic discourse globally. Platform design choices (recommendation algorithms content moderation) are editorial decisions with societal consequences."
APG11HUM_AC_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A marginalized community is protesting against forced displacement for a dam project. The government claims the dam will benefit millions. As a social activist your analysis should consider:","The government is always right — development benefits outweigh community rights","The dam benefits must be weighed against: displacement of vulnerable communities loss of cultural heritage environmental damage and whether rehabilitation is adequate — development without consent is displacement not progress","Community rights always override national development needs","Protest should be discouraged because it disrupts economic activity","N/A","B",5,90,"A=STATE_AUTHORITY;B=RIGHTS_BASED_ANALYSIS;C=COMMUNITY_ABSOLUTE;D=ANTI_PROTEST","HARD",TRUE,"BOOST_SOCIAL_IMPACT+LAW","Rights-based development: UN Declaration on Indigenous Peoples requires free prior informed consent (FPIC). India's LARR Act 2013 mandates consent social impact assessment and rehabilitation. Narmada Bachao Andolan is the landmark case."
APG11HUM_AC_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"India ranks 161 out of 180 countries in press freedom index. As a future journalist your response to this reality is:","Leave India and practice journalism in a freer country","Work to strengthen press freedom within India through ethical journalism legal advocacy and building independent media institutions","Accept the status quo — press freedom is a Western concept","Become a government spokesperson instead","N/A","B",5,90,"A=EXIT;B=REFORM_FROM_WITHIN;C=CULTURAL_RELATIVISM;D=CO_OPTION","HARD",TRUE,"BOOST_MEDIA+CIVIL_SERVICES","Press freedom is protected under Article 19(1)(a) of the Indian Constitution. Strengthening it requires: independent media institutions legal challenges to restrictions and building public support for press freedom."
APG11HUM_AC_05,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,ANALYZE,"A school implements a new policy requiring uniforms. Supporters say it reduces economic inequality visibility. Opponents say it suppresses individual expression. The STRONGEST analytical approach is:","Uniforms are always good because they promote discipline","Evaluate empirical evidence: do uniforms actually reduce bullying based on clothing? Do they improve academic performance? Does suppression of expression have psychological costs? Evidence-based policy not ideology should decide","Individual expression is always more important than equality","Schools should not have any rules at all","N/A","B",5,90,"A=IDEOLOGICAL_PRO;B=EVIDENCE_BASED;C=IDEOLOGICAL_ANTI;D=ANARCHIST","HARD",TRUE,"BOOST_SOCIAL_IMPACT","Evidence-based policy analysis: research shows mixed results on uniform policies. Some studies show reduced bullying; others show no effect on academic performance. Good policy requires empirical evaluation not ideological commitment."
APG11HUM_AC_06,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A viral social media post claims that a specific community is responsible for spreading a disease. As a responsible citizen your FIRST response should be:","Share the post immediately to warn others","Verify the claim through credible sources — check WHO ICMR or government health department data. Misinformation targeting communities can lead to hate crimes and must be countered with evidence","Ignore it — social media posts do not have real-world consequences","Only trust information from social media influencers","N/A","B",5,90,"A=AMPLIFICATION;B=VERIFICATION_FIRST;C=DISMISSIVE;D=INFLUENCER_TRUST","HARD",TRUE,"BOOST_MEDIA+SOCIAL_IMPACT","Misinformation linked to community targeting has caused real-world violence in India (lynchings communal riots). Verification before sharing is both a civic and ethical responsibility. WHO calls this an infodemic."
APG11HUM_AC_07,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"You are drafting a policy brief on gender-based violence for a state government. Your approach should:","Focus only on criminal punishment for perpetrators","Address root causes (patriarchal norms economic dependence lack of education) alongside legal measures and support systems (shelters counseling economic empowerment) — a holistic approach","Focus only on awareness campaigns","Recommend that victims should handle their own situations","N/A","B",5,90,"A=PUNITIVE_ONLY;B=HOLISTIC_POLICY;C=AWARENESS_ONLY;D=VICTIM_BLAMING","HARD",TRUE,"BOOST_SOCIAL_IMPACT+LAW","Effective gender violence policy requires: prevention (education norm change) protection (legal framework police training) provision (shelters economic support) and prosecution (swift justice). Single-pillar approaches fail."
APG11HUM_AC_08,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A UPSC aspirant has 1 year to prepare. Current affairs knowledge is strong but optional subject (Sociology) needs deep study. Answer writing practice is poor. The MOST strategic approach is:","Study only optional subject and ignore everything else","Balanced approach: 3h/day optional subject + 2h GS revision + 2h answer writing practice + 1h current affairs. Answer writing is the most critical skill that converts knowledge into marks","Focus only on current affairs since it is already strong","Study GS only and choose a different optional at the last minute","N/A","B",5,90,"A=TUNNEL;B=STRATEGIC_BALANCED;C=STRENGTH_ONLY;D=IMPULSIVE","HARD",TRUE,"BOOST_CIVIL_SERVICES","UPSC success requires balanced preparation. Answer writing practice is the highest-ROI activity — many knowledgeable candidates fail because they cannot structure and present answers within time constraints."
APG11HUM_AC_09,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A tribal community resists a mining project on their ancestral land. The mining company offers employment and a school. The community refuses. Your ethical analysis:","The community is wrong — economic development should override cultural attachment to land","The community's right to free prior informed consent (FPIC) under PESA Act and Forest Rights Act must be respected — their refusal is a legitimate exercise of constitutional rights not backwardness","Mining companies should be able to take any land they want","The community should accept whatever compensation is offered","N/A","B",5,90,"A=DEVELOPMENT_ABSOLUTE;B=RIGHTS_BASED;C=CORPORATE_AUTHORITY;D=COMPLIANCE","HARD",TRUE,"BOOST_LAW+SOCIAL_IMPACT","PESA Act (1996) and Forest Rights Act (2006) grant tribal communities veto power over displacement from Schedule V areas. FPIC is an international human rights standard. Vedanta-Niyamgiri case is the landmark Supreme Court judgment."
APG11HUM_AC_10,APTIPATH,V3,GRADE_11_12,HUMANITIES,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"Two historians present contradictory interpretations of the same historical event using the same primary sources. This demonstrates that:","One historian must be lying about the sources","Historical interpretation is inherently subjective — the historian's theoretical framework ideology and questions they ask shape how they read the same evidence","History is unreliable and should not be studied","Only government-approved history is correct","N/A","B",5,90,"A=BINARY_THINKING;B=HISTORIOGRAPHICAL_MATURITY;C=NIHILIST;D=AUTHORITARIAN","HARD",TRUE,"BOOST_SOCIAL_IMPACT","Historiography recognizes multiple valid interpretations. Marxist feminist subaltern and nationalist historians read the same archive differently. Understanding this multiplicity is intellectual maturity in the humanities."
APG11HUM_HF_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,HUMANITIES_FOUNDATION,MCQ,UNDERSTAND,"The concept of separation of powers in the Indian Constitution divides authority among:","President Prime Minister and Chief Justice only","Legislature (Parliament) Executive (Government) and Judiciary (Courts) — each with distinct functions and checks on the others","Central government state governments and local bodies only","Political parties religious organizations and media","N/A","B",3,60,"CORRECT=POLITICAL_SCIENCE+CIVIL_SERVICES","MEDIUM",FALSE,"BOOST_CIVIL_SERVICES","Separation of powers (Montesquieu): Legislature makes laws Executive implements them Judiciary interprets them. In India this separation is functional not rigid — the system has checks and balances."
APG11HUM_HF_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,HUMANITIES_FOUNDATION,MCQ,UNDERSTAND,"Karl Marx's theory of historical materialism argues that:","History is primarily shaped by great leaders and their decisions","The economic mode of production (material conditions) is the primary driver of social change political structures and cultural ideas","Religion is the only force that shapes civilizations","Geography alone determines the course of history","N/A","B",4,75,"CORRECT=SOCIOLOGY+POLITICAL_SCIENCE","HARD",FALSE,"BOOST_SOCIAL_IMPACT","Historical materialism: economic base (forces and relations of production) determines the superstructure (law politics culture religion). Class struggle arising from economic contradictions drives historical change."
APG11HUM_HF_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,HUMANITIES_FOUNDATION,MCQ,UNDERSTAND,"Maslow's hierarchy of needs in psychology arranges human needs from basic to higher order. The CORRECT ascending order is:","Self-actualization → Esteem → Social → Safety → Physiological","Physiological → Safety → Social (Belongingness) → Esteem → Self-actualization","Social → Physiological → Safety → Esteem → Self-actualization","Esteem → Self-actualization → Social → Safety → Physiological","N/A","B",3,60,"CORRECT=PSYCHOLOGY+SOCIAL_SCIENCE","MEDIUM",FALSE,"BOOST_SOCIAL_IMPACT","Maslow (1943): Physiological (food water) → Safety (security) → Social (love belonging) → Esteem (recognition) → Self-actualization (fulfilling potential). Lower needs must be met before higher needs become motivating."
APG11HUM_HF_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,HUMANITIES_FOUNDATION,MCQ,UNDERSTAND,"The concept of 'justice as fairness' developed by John Rawls proposes that:","Justice means the strongest should rule","Fair principles of justice are those that people would choose from behind a 'veil of ignorance' — not knowing their own position in society","Justice is whatever the majority decides","Historical traditions alone should define justice","N/A","B",5,90,"CORRECT=POLITICAL_PHILOSOPHY+LAW","HARD",FALSE,"BOOST_LAW","Rawls' veil of ignorance: rational people designing a society without knowing their gender race class or talents would choose principles ensuring maximum liberty and benefit for the least advantaged. Foundational to modern political philosophy."
APG11HUM_HF_05,APTIPATH,V3,GRADE_11_12,HUMANITIES,HUMANITIES_FOUNDATION,MCQ,ANALYZE,"The Fundamental Rights in the Indian Constitution are enshrined in:","Part II Articles 12-35","Part III Articles 12-35","Part IV Articles 36-51","Part V Articles 52-151","N/A","B",3,60,"CORRECT=INDIAN_POLITY+CIVIL_SERVICES","MEDIUM",FALSE,"BOOST_CIVIL_SERVICES","Part III (Articles 12-35) contains 6 Fundamental Rights: Equality Freedom Against Exploitation Religion Cultural and Educational Rights Constitutional Remedies. Justiciable and enforceable through courts."
APG11HUM_HF_06,APTIPATH,V3,GRADE_11_12,HUMANITIES,HUMANITIES_FOUNDATION,MCQ,UNDERSTAND,"Emile Durkheim's concept of 'anomie' refers to:","A state of social harmony and cohesion","A breakdown of social norms and values leading to feelings of disconnection and purposelessness in society","A type of democratic government","An economic theory of market equilibrium","N/A","B",4,75,"CORRECT=SOCIOLOGY+SOCIAL_SCIENCE","HARD",FALSE,"BOOST_SOCIAL_IMPACT","Anomie (Durkheim 1893): when rapid social change weakens traditional norms individuals lose moral guidance. Durkheim linked anomie to suicide rates. Relevant to understanding modern social alienation and mental health crises."
APG11HUM_HF_07,APTIPATH,V3,GRADE_11_12,HUMANITIES,HUMANITIES_FOUNDATION,MCQ,UNDERSTAND,"The Treaty of Westphalia (1648) is significant in international relations because it:","Ended World War I and established the League of Nations","Established the modern system of sovereign nation-states with the principle of non-interference in internal affairs","Created the United Nations and its Security Council","Divided Africa among European colonial powers","N/A","B",4,75,"CORRECT=INTERNATIONAL_RELATIONS+CIVIL_SERVICES","HARD",FALSE,"BOOST_CIVIL_SERVICES","Westphalia established the foundational principle of state sovereignty — each state has supreme authority within its territory. This Westphalian system remains the basis of international law and relations."
APG11HUM_HF_08,APTIPATH,V3,GRADE_11_12,HUMANITIES,HUMANITIES_FOUNDATION,MCQ,UNDERSTAND,"B.R. Ambedkar's primary contribution to the Indian Constitution was:","Writing the Preamble alone","Chairing the Drafting Committee and championing social justice provisions including abolition of untouchability fundamental rights and protective discrimination","Designing the national flag","Creating the planning commission","N/A","B",3,60,"CORRECT=INDIAN_HISTORY+CIVIL_SERVICES","MEDIUM",FALSE,"BOOST_CIVIL_SERVICES","Ambedkar as Chairman of the Drafting Committee shaped Articles on equality (14-18) against untouchability (17) and reservation provisions. His vision of social democracy is foundational to India's constitutional morality."
APG11HUM_IW_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,INTEREST_WORK,RANK_ORDER,N/A,"Within humanities and social sciences which career path genuinely INTERESTS you most? Rank 1 (most) to 5 (least):","Law — becoming an advocate judge or legal policy maker","Civil Services (IAS/IPS/IFS) — governance policy and public administration","Journalism and Media — reporting storytelling and shaping public discourse","Social Work and NGO — community development human rights and grassroots impact","Psychology and Counseling — understanding human behavior and providing mental health support","PREFERENCE",0,120,"A=LAW;B=CIVIL_SERVICES;C=MEDIA;D=SOCIAL_WORK;E=PSYCHOLOGY","N/A",TRUE,"STREAM_SPECIALIZE","Within Humanities this rank determines career cluster: Law vs governance vs media vs social impact vs psychology. Each requires fundamentally different skills and career architectures."
APG11HUM_IW_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,INTEREST_WORK,LIKERT,N/A,"I would strongly prefer arguing cases in court over writing policy papers in a government office","1 - Strongly prefer policy writing","2 - Slightly prefer policy work","3 - No preference between them","4 - Slightly prefer courtroom advocacy","5 - Strongly prefer courtroom advocacy","PREFERENCE",0,30,"4-5=LITIGATION+ADVOCACY;1-2=POLICY+CIVIL_SERVICES+RESEARCH","N/A",TRUE,"BOOST_LAW","Litigation vs policy orientation is the most important fork in humanities careers. Litigation requires argumentation and confrontation; policy requires analysis and consensus-building."
APG11HUM_IW_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,INTEREST_WORK,LIKERT,N/A,"I find reading about political history social movements and constitutional debates genuinely fascinating not just an exam requirement","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=CIVIL_SERVICES+LAW_INTRINSIC;1-2=APPLIED_MEDIA+SOCIAL_WORK","N/A",TRUE,"BOOST_CIVIL_SERVICES","Intrinsic interest in political and constitutional history is the strongest predictor of UPSC and law career satisfaction. Students who find this boring often struggle with the vast reading requirements."
APG11HUM_IW_04,APTIPATH,V3,GRADE_11_12,HUMANITIES,INTEREST_WORK,CARD_SORT,N/A,"Sort into: CAREER dream / Interesting HOBBY / Not for me at all:","Arguing a landmark case before the Supreme Court of India","Serving as District Collector transforming a district's development","Running an investigative journalism platform exposing corruption","Leading an international NGO working on refugee rights","Writing novels or screenplays that shape cultural conversations","PREFERENCE",0,120,"A=SUPREME_COURT_LAWYER;B=CIVIL_SERVICES_IAS;C=INVESTIGATIVE_JOURNALISM;D=INTERNATIONAL_NGO;E=CREATIVE_WRITING","N/A",TRUE,"SPECIALIZE","Career vs hobby distinction reveals true humanities ambition. Supreme Court advocacy vs IAS governance vs investigative journalism vs international NGO vs creative writing represent distinct career tracks."
APG11HUM_IW_05,APTIPATH,V3,GRADE_11_12,HUMANITIES,INTEREST_WORK,LIKERT,N/A,"I would rather create systemic change through policy and law than help individual people through direct service","1 - Strongly prefer direct individual service","2 - Prefer helping individuals","3 - Value both equally","4 - Prefer systemic policy change","5 - Strongly prefer systemic structural change","PREFERENCE",0,30,"4-5=LAW+CIVIL_SERVICES+POLICY;1-2=SOCIAL_WORK+COUNSELING+TEACHING","N/A",TRUE,"BOOST_LAW","Systemic vs individual impact orientation determines law/policy vs social work/counseling career path. Both create profound impact but through fundamentally different mechanisms."
APG11HUM_IW_06,APTIPATH,V3,GRADE_11_12,HUMANITIES,INTEREST_WORK,RANK_ORDER,N/A,"Which career in humanities excites you MOST for the 2030-2040 era? Rank 1 (most) to 5 (least):","Senior advocate at the Supreme Court specializing in constitutional law","Cabinet Secretary or Chief Secretary shaping national policy","Editor-in-chief of a major independent media organization","Director of an international human rights organization","Clinical psychologist running a mental health practice","PREFERENCE",0,90,"A=CONSTITUTIONAL_LAW;B=GOVERNANCE_LEADERSHIP;C=MEDIA_LEADERSHIP;D=HUMAN_RIGHTS;E=CLINICAL_PSYCHOLOGY","N/A",TRUE,"SPECIALIZE","Career archetype preference within Humanities: constitutional law vs governance vs media vs human rights vs psychology. Each requires different skill sets preparation paths and temperaments."
APG11HUM_IW_07,APTIPATH,V3,GRADE_11_12,HUMANITIES,INTEREST_WORK,LIKERT,N/A,"I enjoy debating social and political issues with peers and find myself naturally taking strong positions on matters of justice and rights","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=LAW+ADVOCACY+MEDIA;1-2=RESEARCH+COUNSELING+ACADEMIC","N/A",TRUE,"BOOST_LAW","Debate orientation and comfort with argumentation predicts success in litigation journalism and political careers. Students who prefer listening and reflection may excel in counseling research and writing."
APG11HUM_IW_08,APTIPATH,V3,GRADE_11_12,HUMANITIES,INTEREST_WORK,LIKERT,N/A,"Writing essays analyzing complex social issues gives me genuine satisfaction not just as homework but as a way of understanding the world","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=WRITING_INTRINSIC+MEDIA+ACADEMIC+CIVIL_SERVICES;1-2=ORAL_PRACTICAL","N/A",TRUE,"BOOST_MEDIA","Intrinsic writing motivation is the strongest predictor of success in journalism UPSC essay papers academic publishing and content creation. Writing is the primary currency of humanities careers."
APG11HUM_CR_01,APTIPATH,V3,GRADE_11_12,HUMANITIES,CAREER_REALITY,MCQ,REMEMBER,"CLAT (Common Law Admission Test) is the entrance exam for:","All arts and humanities colleges in India","National Law Universities (NLUs) offering 5-year integrated BA-LLB and LLM programs","UPSC Civil Services","Journalism and mass communication programs","N/A","B",2,30,"CORRECT=CLAT_PATHWAY_AWARE","EASY",FALSE,"BOOST_LAW","CLAT provides admission to 22+ NLUs including NLSIU Bangalore NALSAR Hyderabad and NLU Delhi. The 5-year BA-LLB integrates undergraduate education with professional law training."
APG11HUM_CR_02,APTIPATH,V3,GRADE_11_12,HUMANITIES,CAREER_REALITY,SITUATIONAL,EVALUATE,"You get admission to both NLSIU Bangalore (law) and Delhi University BA (Hons) Political Science with UPSC aspirations. Your decision should be:","Always choose NLSIU — law degree guarantees a high salary","Choose based on genuine interest: if you want to practice law argue cases and work in legal firms choose NLSIU; if governance public policy and administrative leadership excite you DU + UPSC preparation may be more aligned","Always choose DU — UPSC is the most prestigious career","Choose based on which city you prefer to live in","N/A","B",5,90,"A=LAW_SALARY_BIAS;B=INTEREST_ALIGNED;C=UPSC_PRESTIGE_BIAS;D=LIFESTYLE","HARD",TRUE,"BOOST_CAREER_MATURITY","NLSIU leads to corporate law litigation legal academia. DU Political Science + UPSC leads to IAS/IPS governance. Both are exceptional but serve fundamentally different career goals and temperaments."
APG11HUM_CR_03,APTIPATH,V3,GRADE_11_12,HUMANITIES,CAREER_REALITY,MCQ,UNDERSTAND,"The UPSC Civil Services Examination consists of how many stages?","2 stages — Prelims and Interview","3 stages — Prelims (objective) Mains (written) and Interview (personality test)","1 stage — a single comprehensive written exam","4 stages — Prelims Mains Interview and Medical","N/A","B",3,45,"CORRECT=UPSC_PATHWAY_AWARE","MEDIUM",FALSE,"BOOST_CIVIL_SERVICES","UPSC CSE: Prelims (2 objective papers qualifying) → Mains (9 written papers merit-based) → Interview (275 marks). Total process takes approximately 1 year from notification to final result."
