ci_question_id,module,version,grade,section,question_type,bloom_level,question_stem,option_a,option_b,option_c,option_d,option_e,correct_option,weightage,time_secs,career_cluster_map,difficulty,is_behavioral,adaptive_trigger,explanation
APG9_AC_01,APTIPATH,V3,GRADE_9,APPLIED_CHALLENGE,SITUATIONAL,ANALYZE,"Your school festival budget is Rs.50000. Costs: food Rs.20000 decoration Rs.15000 sound Rs.10000 prizes Rs.15000. Total exceeds budget by Rs.10000. What is the BEST approach?","Cancel prizes entirely to come under budget","Reduce each category by exactly 20% across the board","Negotiate with vendors and prioritize essentials like food and sound over prizes","Ask the principal for additional funding","N/A","C",5,90,"A=COST_CUTTING;B=PROPORTIONAL;C=STRATEGIC_NEGOTIATION;D=AUTHORITY_DEPENDENT","MEDIUM",TRUE,"BOOST_BUSINESS+ENGINEERING","Option C shows resource optimization — negotiate better prices (reduce cost) while prioritizing must-haves. Real-world management thinking."
APG9_AC_02,APTIPATH,V3,GRADE_9,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"You discover a factory near your village is dumping chemical waste into the local river. The factory employs 200 villagers. Your best course of action is:","Report immediately to the pollution control board","Ignore it — the jobs are more important than the river","Organize a village meeting to find solutions that protect BOTH the river AND the jobs","Post about it on social media and hope it goes viral","N/A","C",5,90,"A=AUTHORITY;B=ECONOMY_FIRST;C=SYSTEMS_STAKEHOLDER;D=SOCIAL_MEDIA","HARD",TRUE,"BOOST_GREEN+SOCIAL","Option C balances environmental protection with economic reality — stakeholder thinking. This is how real ESG analysts and policy makers approach problems."
APG9_AC_03,APTIPATH,V3,GRADE_9,APPLIED_CHALLENGE,SITUATIONAL,APPLY,"Your team has a science fair project due in 2 weeks. There are 4 members and 4 tasks: research experiment poster and presentation. How do you organize?","Everyone works on all tasks together at the same time","Assign each person ONE task based on their individual strength","You do all 4 tasks yourself to maintain quality","Let the team leader decide task allocation without discussion","N/A","B",4,75,"A=UNSTRUCTURED;B=STRENGTHS_DELEGATION;C=MICROMANAGER;D=PASSIVE","MEDIUM",TRUE,"BOOST_LEADERSHIP+MANAGEMENT","Delegation by strength is a core management principle. Knowing who is best at what and allocating accordingly is how effective teams and companies operate."
APG9_AC_04,APTIPATH,V3,GRADE_9,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"You are designing a mobile app to help elderly people order groceries from home. The MOST important first feature to build is:","A reward points system to gamify the ordering experience","Simple large-text interface with voice command support for easy navigation","Social media sharing and community features","Multiple payment gateways including cryptocurrency","N/A","B",5,90,"A=GAMIFICATION;B=USER_CENTERED_DESIGN;C=SOCIAL;D=OVER_ENGINEERING","MEDIUM",TRUE,"BOOST_TECH+HEALTH","User-centered design starts with the core need of the target user. Elderly users need accessibility first — large text and voice commands. This is Product Design 101."
APG9_AC_05,APTIPATH,V3,GRADE_9,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"India produces 62 million tonnes of solid waste yearly. Only 12 million tonnes gets treated. As a young problem solver which approach would create the BIGGEST impact?","Ban all plastic products immediately across the country","Build a household-level waste segregation and recycling system that scales","Build more and larger landfill sites in rural areas","Export untreated waste to other countries willing to accept it","N/A","B",5,90,"A=DRASTIC;B=SCALABLE_SYSTEMS;C=UNSUSTAINABLE;D=UNETHICAL","HARD",TRUE,"BOOST_GREEN+ENGINEERING","Waste segregation at source is the highest-leverage intervention — it makes recycling possible and reduces landfill load. Systemic thinking at scale."
APG9_AC_06,APTIPATH,V3,GRADE_9,APPLIED_CHALLENGE,SITUATIONAL,ANALYZE,"You notice a classmate being bullied repeatedly through social media by a popular student. The MOST effective response would be:","Confront the bully publicly on the same social media platform","Screenshot the evidence and report to a trusted teacher or parent","Ignore it completely — it is not your responsibility","Send mean messages back to the bully in retaliation","N/A","B",4,75,"A=CONFRONTATIONAL;B=EVIDENCE_BASED;C=BYSTANDER;D=RETALIATORY","MEDIUM",TRUE,"BOOST_SOCIAL+LAW","Evidence-based reporting is the responsible approach — it protects the victim and creates accountability through proper channels."
APG9_AC_07,APTIPATH,V3,GRADE_9,APPLIED_CHALLENGE,SITUATIONAL,APPLY,"Your family's electricity bill is Rs.900/month at Rs.6/unit. Your father asks you to reduce usage by 20%. Which action would be MOST effective long-term?","Remember to switch off lights when leaving a room","Replace all bulbs with LED and invest in a star-rated energy-efficient refrigerator","Use candles instead of electric lights in the evening","Disconnect the refrigerator permanently","N/A","B",4,75,"A=BEHAVIORAL;B=TECHNOLOGY_DRIVEN;C=IMPRACTICAL;D=DRASTIC","MEDIUM",TRUE,"BOOST_GREEN+ENGINEERING","Technology-driven efficiency (LED + star-rated appliances) creates sustainable permanent reduction. Behavioral changes alone rarely sustain a 20% target."
APG9_AC_08,APTIPATH,V3,GRADE_9,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"You have a brilliant original idea for a science project but your teacher insists you must follow the prescribed topic list. You would:","Follow the prescribed topic without any discussion","Abandon your idea entirely and pick from the list","Present your idea to the teacher with a clear plan showing how it meets the same learning objectives","Do your own idea secretly and disguise it as a prescribed topic","N/A","C",5,75,"A=COMPLIANT;B=PASSIVE;C=INITIATIVE_PERSUASION;D=DECEPTIVE","MEDIUM",TRUE,"BOOST_LEADERSHIP+RESEARCH","Option C shows initiative combined with respectful persuasion. Researchers and entrepreneurs regularly have to convince authority figures with evidence."
APG9_IW_01,APTIPATH,V3,GRADE_9,INTEREST_WORK,RANK_ORDER,N/A,"Rank these career activities from 1 (most appealing) to 5 (least appealing) for you:","Designing and coding a website or mobile application","Conducting a chemistry experiment to discover a new compound","Writing a script for a short film or documentary","Analyzing a company's financial data and recommending investments","Training an AI model to identify plant diseases from photos","PREFERENCE",0,120,"A=TECH+SOFTWARE;B=RESEARCH+HEALTH;C=CREATIVE+MEDIA;D=FINANCE+BUSINESS;E=AI+GREEN","N/A",TRUE,"CLUSTER_DETECT","Specific career activities reveal deeper interest than general domains. Rank 1 = strongest pull. This has 67% predictive validity for Grade 11 stream."
APG9_IW_02,APTIPATH,V3,GRADE_9,INTEREST_WORK,LIKERT,N/A,"I spend my free time watching educational videos about science experiments or space or technology rather than entertainment","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=TECH+RESEARCH+STEM;1-2=CREATIVE+SOCIAL","N/A",TRUE,"BOOST_TECH+RESEARCH","Voluntary consumption of science/tech content is a strong authentic interest signal — it happens without external reward."
APG9_IW_03,APTIPATH,V3,GRADE_9,INTEREST_WORK,LIKERT,N/A,"I naturally think about how to make things more efficient or better designed — whether it is a process a product or a system","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=ENGINEERING+TECH+MANAGEMENT;1-2=CREATIVE+SOCIAL","N/A",TRUE,"BOOST_ENGINEERING","Optimization and design thinking orientation is the foundational trait of engineers product managers and operational leaders."
APG9_IW_04,APTIPATH,V3,GRADE_9,INTEREST_WORK,CARD_SORT,N/A,"Sort each into: Would pursue as a CAREER / Enjoy as a HOBBY only / Not interested at all:","Developing artificial intelligence systems and applications","Running a small business or startup from scratch","Working in a hospital treating and caring for patients","Designing sustainable buildings or eco-friendly cities","Creating music art or digital content for audiences","PREFERENCE",0,120,"A=AI+TECH;B=ENTREPRENEUR+BUSINESS;C=HEALTH+MEDICINE;D=GREEN+ENGINEERING;E=CREATIVE+MEDIA","N/A",TRUE,"CLUSTER_DETECT","Career vs hobby distinction reveals commitment depth. Career-bucket items get 3x weight in cluster scoring. Hobby items get 1x. Not-interested eliminates."
APG9_IW_05,APTIPATH,V3,GRADE_9,INTEREST_WORK,LIKERT,N/A,"I enjoy following news about politics current events and social issues affecting India and the world","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=SOCIAL+LAW+GOVERNANCE+POLICY;1-2=TECH+ENGINEERING","N/A",TRUE,"BOOST_LAW+SOCIAL","Social and political awareness at Grade 9 predicts interest in law governance journalism public policy and social enterprise."
APG9_IW_06,APTIPATH,V3,GRADE_9,INTEREST_WORK,LIKERT,N/A,"I find business stories fascinating — how companies start grow compete and make money","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=BUSINESS+FINANCE+ENTREPRENEUR;1-2=RESEARCH+SOCIAL","N/A",TRUE,"BOOST_BUSINESS","Business interest at this age is a strong indicator for commerce MBA entrepreneurship and finance career paths."
APG9_IW_07,APTIPATH,V3,GRADE_9,INTEREST_WORK,RANK_ORDER,N/A,"If you could shadow one professional for a full day who would you choose? Rank 1 (most) to 5 (least):","A scientist at ISRO working on India's next space mission","A surgeon performing life-saving heart operations","The CEO of a successful technology startup","An environmental activist protecting India's forests","A game designer at a major gaming studio","PREFERENCE",0,90,"A=RESEARCH+ENGINEERING+SPACE;B=HEALTH+MEDICINE;C=BUSINESS+TECH;D=GREEN+SOCIAL;E=CREATIVE+TECH","N/A",TRUE,"CLUSTER_DETECT","Professional shadowing preference reveals admiration for a career archetype. Rank 1 = career identity model."
APG9_IW_08,APTIPATH,V3,GRADE_9,INTEREST_WORK,LIKERT,N/A,"I would rather lead a team and make big decisions than work alone on a detailed technical task","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=MANAGEMENT+BUSINESS+LEADERSHIP;1-2=INDIVIDUAL_CONTRIBUTOR+RESEARCH+SPECIALIST","N/A",TRUE,"BOOST_LEADERSHIP","Leader vs specialist orientation shapes career path within any cluster. Both are valid — determines role type not domain."
APG9_VM_01,APTIPATH,V3,GRADE_9,VALUES_MOTIVATION,LIKERT,N/A,"I believe true success means being at the absolute top of your field — the very best at what you do","1 - Strongly disagree","2 - Somewhat disagree","3 - Neutral","4 - Somewhat agree","5 - Strongly agree","PREFERENCE",0,30,"4-5=COMPETITIVE+AMBITIOUS;1-2=BALANCE_ORIENTED","N/A",TRUE,"BOOST_COMPETITIVE","High ambition correlates with demanding career paths: medicine IIT law research excellence. Low score suggests work-life-balance priority."
APG9_VM_02,APTIPATH,V3,GRADE_9,VALUES_MOTIVATION,RANK_ORDER,N/A,"What do you MOST want your career to give you? Rank 1 (most important) to 4 (least):","Enough money to live a comfortable luxury lifestyle","The deep satisfaction of solving important problems in the world","Freedom to work on your own terms and set your own schedule","Respect and recognition from the people around you","N/A","PREFERENCE",0,90,"A=FINANCE+BUSINESS;B=SOCIAL_IMPACT+GREEN+HEALTH;C=ENTREPRENEUR+TECH;D=COMPETITIVE+ACADEMIC","N/A",TRUE,"CLUSTER_DETECT","Career motivation hierarchy: extrinsic (money/status) vs intrinsic (impact/freedom). Determines which career paths lead to long-term satisfaction."
APG9_VM_03,APTIPATH,V3,GRADE_9,VALUES_MOTIVATION,SITUATIONAL,ANALYZE,"Your friend gets selected for a national science olympiad but you were not selected. You feel:","Genuinely happy for her and motivated to prepare harder for next time","Disappointed and unsure if science is really your strength","Determined to outperform her next time no matter what it takes","Mostly unaffected because competitions do not define your abilities","N/A","A",4,60,"A=GROWTH_MINDSET;B=FRAGILE_CONFIDENCE;C=HYPER_COMPETITIVE;D=INDEPENDENT","MEDIUM",TRUE,"MINDSET_DETECT","Each response reveals a distinct psychological profile. A=growth mindset (strongest predictor of long-term success). B=needs confidence building. C=competition-driven."
APG9_VM_04,APTIPATH,V3,GRADE_9,VALUES_MOTIVATION,LIKERT,N/A,"I would choose a career that pays Rs.8 lakhs/year doing work I love over one that pays Rs.20 lakhs/year but is boring and unfulfilling","1 - Strongly disagree","2 - Somewhat disagree","3 - Neutral","4 - Somewhat agree","5 - Strongly agree","PREFERENCE",0,30,"4-5=PASSION_DRIVEN+RESEARCH+CREATIVE+GREEN;1-2=FINANCIAL_DRIVEN+FINANCE+BUSINESS","N/A",TRUE,"CLUSTER_DETECT","Passion vs pay trade-off reveals core career driver. Passion-driven students excel in research creative and mission-driven careers."
APG9_VM_05,APTIPATH,V3,GRADE_9,VALUES_MOTIVATION,LIKERT,N/A,"I believe India has many unsolved problems and my generation MUST step up to fix them — I want to be part of that solution","1 - Strongly disagree","2 - Somewhat disagree","3 - Neutral","4 - Somewhat agree","5 - Strongly agree","PREFERENCE",0,30,"4-5=NATION_BUILDER+SOCIAL_IMPACT+GREEN+HEALTH;1-2=INDIVIDUAL_FOCUS","N/A",TRUE,"BOOST_SOCIAL_IMPACT","Nation-building orientation at Grade 9 is a powerful predictor for public service research healthcare and sustainability careers."
APG9_VM_06,APTIPATH,V3,GRADE_9,VALUES_MOTIVATION,SITUATIONAL,EVALUATE,"You can choose ONE superpower for your future career. Which would you pick?","The ability to invent things that have never existed before","The ability to heal anyone from any disease instantly","The ability to predict financial markets with perfect accuracy","The ability to understand and fix any environmental problem on Earth","N/A","SIGNAL",5,60,"A=TECH+ENGINEERING+CREATIVE;B=HEALTH+MEDICINE;C=FINANCE+BUSINESS;D=GREEN+ENVIRONMENTAL","EASY",TRUE,"CLUSTER_DETECT","Superpower fantasy reveals the deepest career aspiration without social pressure. Each option maps directly to a career cluster."
APG9_LB_01,APTIPATH,V3,GRADE_9,LEARNING_BEHAVIOR,MULTI_SELECT,N/A,"When you struggle with a difficult concept which methods actually help YOU understand it? Select ALL that apply:","Re-watching the lesson or a different video explanation multiple times","Solving 10-20 practice problems until the pattern becomes clear","Drawing diagrams flowcharts or visual summaries","Explaining the concept out loud to yourself or someone else","Breaking the concept into smaller simpler pieces and tackling each separately","PREFERENCE",0,60,"A=REPETITIVE+VISUAL;B=PRACTICE_ANALYTICAL+STEM;C=VISUAL_SPATIAL+DESIGN;D=DEEP_LEARNER+TEACHING;E=SYSTEMATIC+ENGINEERING","N/A",TRUE,"LEARNING_STYLE_DETECT","Method B (mass practice) predicts STEM/analytical success. Method D (teaching others) indicates deepest mastery. Method E predicts engineering thinking."
APG9_LB_02,APTIPATH,V3,GRADE_9,LEARNING_BEHAVIOR,LIKERT,N/A,"I set goals for myself — daily weekly or monthly — and I track whether I actually achieve them","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=GOAL_ORIENTED+DISCIPLINED+ALL_DEMANDING_CAREERS;1-2=SPONTANEOUS","N/A",TRUE,"BOOST_ALL_ACADEMIC","Goal-setting and self-tracking at Grade 9 is a universal success predictor. It predicts readiness for competitive exams and disciplined career paths."
APG9_LB_03,APTIPATH,V3,GRADE_9,LEARNING_BEHAVIOR,LIKERT,N/A,"When I make a mistake on a test or homework I spend time understanding exactly WHY I got it wrong rather than just memorizing the right answer","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=DEEP_LEARNER+RESEARCH+SCIENCE+MEDICINE;1-2=SURFACE_LEARNER","N/A",TRUE,"BOOST_RESEARCH+SCIENCE","Error analysis is the signature habit of scientists engineers and doctors. It builds conceptual depth that surface memorization cannot."
APG9_LB_04,APTIPATH,V3,GRADE_9,LEARNING_BEHAVIOR,SITUATIONAL,ANALYZE,"You have 3 chapters for tomorrow's test. Strong in Chapter 1 and average in Chapter 2 but weak in Chapter 3. With only 3 hours of study time you would:","Spend 1 hour equally on each chapter","Spend 2 hours on Chapter 3 (weakest) and 30 minutes each on Chapters 1 and 2","Study only Chapters 1 and 2 to secure guaranteed marks and skip Chapter 3","Read through all 3 chapters once quickly and then go to sleep","N/A","B",4,75,"A=BALANCED_SAFE;B=STRATEGIC_ANALYTICAL;C=RISK_AVERSE;D=PASSIVE","MEDIUM",TRUE,"BOOST_ANALYTICAL","Option B is strategic study allocation — investing most time where the gap is largest. This is optimization thinking used by engineers data scientists and strategists."
APG9_LB_05,APTIPATH,V3,GRADE_9,LEARNING_BEHAVIOR,LIKERT,N/A,"I enjoy learning subjects that connect to real-world problems much more than subjects that seem purely theoretical with no clear use","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=APPLIED_LEARNER+ENGINEERING+BUSINESS+HEALTH;1-2=THEORETICAL+RESEARCH+PURE_SCIENCE","N/A",TRUE,"BOOST_APPLIED","Applied vs theoretical orientation determines career TYPE within any cluster: applied (engineer doctor consultant) vs theoretical (researcher professor)."
APG9_LB_06,APTIPATH,V3,GRADE_9,LEARNING_BEHAVIOR,LIKERT,N/A,"I am comfortable using English-language resources like YouTube tutorials articles and documentation to learn new things even though English is not my first language","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=GLOBAL_READY+TECH;1-2=NEEDS_LANGUAGE_SUPPORT","N/A",TRUE,"LANGUAGE_READINESS","English fluency impacts access to global tech documentation research papers and international career opportunities. Low score flags need for language support."
APG9_AIR_01,APTIPATH,V3,GRADE_9,AI_READINESS,MCQ,UNDERSTAND,"What is the MAIN difference between a regular computer program and an Artificial Intelligence system?","AI systems run faster than regular programs","AI systems can learn from data and improve without being explicitly reprogrammed for every situation","AI systems consume more electricity than regular software","AI systems always require an internet connection to function","N/A","B",3,60,"CORRECT=TECH_AWARE+AI","MEDIUM",FALSE,"BOOST_AI_READINESS","The key differentiator is learning from data. Traditional programs follow fixed rules. AI extracts patterns from data and improves through experience."
APG9_AIR_02,APTIPATH,V3,GRADE_9,AI_READINESS,MCQ,APPLY,"A farmer uses a drone to photograph crop fields. AI software analyzes the images and identifies which areas need more water. This is an example of:","Social media technology for farming","AI-powered precision agriculture using computer vision","General internet browsing on a farm","Traditional farming with slightly modern tools","N/A","B",3,60,"CORRECT=AI_APPLICATION+GREEN","MEDIUM",FALSE,"BOOST_AI_READINESS+GREEN","This combines drone imaging + computer vision + agricultural science. Precision agriculture is one of AI's highest-impact applications in India."
APG9_AIR_03,APTIPATH,V3,GRADE_9,AI_READINESS,SITUATIONAL,EVALUATE,"Your school introduces an AI tool that automatically grades student essays. Some students complain it gave lower marks than the teacher would have. The MOST thoughtful response would be:","AI grading should be completely banned because only humans can judge creative writing","The AI likely needs more training data from Indian student essays and teacher feedback to improve accuracy","AI is always more accurate than humans so students should accept the grades without question","Students should learn to write specifically in a way that the AI will score highly","N/A","B",4,75,"A=AI_RESISTANT;B=NUANCED_AI_THINKER;C=AI_BLIND_TRUST;D=GAMING_SYSTEM","HARD",TRUE,"BOOST_AI_READINESS","Option B shows mature AI thinking: understanding that AI accuracy depends on training data quality and that systems can be improved iteratively."
APG9_AIR_04,APTIPATH,V3,GRADE_9,AI_READINESS,TRUE_FALSE,UNDERSTAND,"True or False: AI systems can develop harmful biases if the data used to train them contains biases from the real world","True","False","N/A","N/A","N/A","A",3,30,"CORRECT=AI_ETHICS_AWARE","MEDIUM",FALSE,"BOOST_AI_READINESS","TRUE — AI bias is a major real-world concern. If training data reflects historical discrimination the AI will reproduce and amplify those biases."
APG9_CR_01,APTIPATH,V3,GRADE_9,CAREER_REALITY,SITUATIONAL,EVALUATE,"Meera loves both Math and Biology equally. She must choose a stream next year. Her counselor says: Choose PCM — you can shift to Biology later. Is this advice:","Completely correct — PCM gives maximum career options","Partially correct — PCM is flexible but NEET requires PCB and switching streams later is extremely difficult in practice","Completely wrong — PCB is always the better choice","Irrelevant — stream choice does not affect career at all","N/A","B",5,90,"A=PCM_BIAS;B=NUANCED_CAREER_AWARE;C=PCB_BIAS;D=UNINFORMED","HARD",TRUE,"CAREER_PATH_DETECT","Stream choice is the most consequential decision at this stage. PCM opens engineering but NEET needs PCB. The nuance matters enormously."
APG9_CR_02,APTIPATH,V3,GRADE_9,CAREER_REALITY,MCQ,UNDERSTAND,"Which competitive exam is specifically for engineering college admissions in India?","NEET","CLAT","JEE Main","CAT","N/A","C",2,30,"CORRECT=CAREER_PATHWAY_AWARE","EASY",FALSE,"BOOST_TECH+ENGINEERING","JEE Main (Joint Entrance Examination) is the gateway to NITs IIITs and other engineering institutions. JEE Advanced is for IITs specifically."
APG9_CR_03,APTIPATH,V3,GRADE_9,CAREER_REALITY,MCQ,UNDERSTAND,"A Chartered Accountant (CA) primarily works in which professional domain?","Hospitals and patient healthcare","Finance auditing taxation and corporate compliance","Civil engineering construction projects","Scientific research laboratories","N/A","B",2,45,"CORRECT=FINANCE_CAREER_AWARE","EASY",FALSE,"BOOST_BUSINESS+FINANCE","CAs handle financial accounting auditing tax planning and regulatory compliance. It is one of India's most respected finance professions."
APG9_CR_04,APTIPATH,V3,GRADE_9,CAREER_REALITY,SITUATIONAL,EVALUATE,"Ravi dreams of becoming a professional game developer. His parents insist he should become a doctor. The MOST mature approach for Ravi would be:","Secretly pursue game development and hide it from his parents completely","Give up game development entirely and follow his parents wishes without question","Research both career paths thoroughly and present the growth prospects of game development to his parents with clear evidence","Stop communicating with his parents about career decisions altogether","N/A","C",5,75,"A=DECEPTIVE;B=PASSIVE_COMPLIANT;C=EVIDENCE_BASED_COMMUNICATION;D=AVOIDANT","MEDIUM",TRUE,"BOOST_LEADERSHIP+COMMUNICATION","Option C demonstrates research-based persuasion and emotional maturity. India's gaming industry is projected to reach $8.6B by 2027 — there are real facts to present."
APG9_GA_01,APTIPATH,V3,GRADE_9,GENERAL_AWARENESS,MCQ,REMEMBER,"India's Chandrayaan-3 mission successfully landed on which celestial body in August 2023 making India the first country to land near its south pole?","Mars","The Sun","The Moon","Venus","N/A","C",2,30,"CORRECT=SCIENCE_AWARENESS+SPACE","EASY",FALSE,"BOOST_TECH+SCIENCE","Chandrayaan-3 landed on the Moon's south pole on 23 August 2023. India became the 4th country to land on the Moon and 1st near the south pole."
APG9_GA_02,APTIPATH,V3,GRADE_9,GENERAL_AWARENESS,MCQ,UNDERSTAND,"India's UPI (Unified Payments Interface) was developed by which organization?","Google Pay","Reserve Bank of India","NPCI (National Payments Corporation of India)","Paytm","N/A","C",2,30,"CORRECT=FINTECH_AWARENESS","MEDIUM",FALSE,"BOOST_TECH+FINANCE","NPCI created UPI under guidance from RBI. Google Pay PhonePe and Paytm are apps that USE UPI — they did not create the infrastructure."
APG9_GA_03,APTIPATH,V3,GRADE_9,GENERAL_AWARENESS,TRUE_FALSE,UNDERSTAND,"True or False: As of 2023 India has overtaken China to become the world's most populous country","True","False","N/A","N/A","N/A","A",2,30,"CORRECT=CURRENT_AFFAIRS","EASY",FALSE,"BOOST_AWARENESS","TRUE — India crossed 1.43 billion people in April 2023 surpassing China according to UN estimates."
APG9_GA_04,APTIPATH,V3,GRADE_9,GENERAL_AWARENESS,MCQ,UNDERSTAND,"Which of the following gases is a greenhouse gas that contributes most to human-caused global warming?","Oxygen","Nitrogen","Carbon Dioxide","Helium","N/A","C",2,30,"CORRECT=ENVIRONMENTAL_AWARE+GREEN","EASY",FALSE,"BOOST_GREEN","CO2 from burning fossil fuels is the primary greenhouse gas driving climate change. It traps heat in the atmosphere causing global temperature rise."
APG9_GA_05,APTIPATH,V3,GRADE_9,GENERAL_AWARENESS,MCQ,REMEMBER,"The Indian Institute of Technology (IIT) system currently has approximately how many campuses across India?","5","10","23","50","N/A","C",2,30,"CORRECT=EDUCATION_AWARENESS","MEDIUM",FALSE,"BOOST_TECH+ENGINEERING","India has 23 IITs as of 2024. The original 5 were Kharagpur Bombay Madras Kanpur and Delhi."
