ci_question_id,module,version,grade,stream,section,question_type,bloom_level,question_stem,option_a,option_b,option_c,option_d,option_e,correct_option,weightage,time_secs,career_cluster_map,difficulty,is_behavioral,adaptive_trigger,explanation
APG11PCM_CA_11,APTIPATH,V3,GRADE_11_12,PCM,CORE_APTITUDE,MCQ,ANALYZE,"The derivative of f(x) = 3x² + 5x - 2 with respect to x is:","6x + 5","3x + 5","6x + 5 - 2","3x² + 5","N/A","A",4,75,"CORRECT=CALCULUS+ENGINEERING+PCM","MEDIUM",FALSE,"BOOST_STEM+PCM","Using power rule: d/dx(3x²) = 6x and d/dx(5x) = 5. So f'(x) = 6x + 5. Differentiation is the backbone of optimization in machine learning and physics."
APG11PCM_CA_12,APTIPATH,V3,GRADE_11_12,PCM,CORE_APTITUDE,MCQ,ANALYZE,"If 2^x = 16 then 2^(x/2) equals:","2","4","8","16","N/A","B",4,75,"CORRECT=EXPONENTIAL_ALGEBRA+TECH","MEDIUM",FALSE,"BOOST_STEM","2^x = 16 = 2^4 so x = 4. Then 2^(x/2) = 2^2 = 4. Exponential manipulation is core to algorithm complexity (Big O notation) and cryptography."
APG11PCM_CA_13,APTIPATH,V3,GRADE_11_12,PCM,CORE_APTITUDE,MCQ,ANALYZE,"∫x·eˣ dx using integration by parts equals:","x·eˣ + C","eˣ(x-1) + C","eˣ/x + C","x·eˣ - x + C","N/A","B",5,120,"CORRECT=INTEGRATION+ENGINEERING+PCM","HARD",FALSE,"BOOST_STEM+PCM","Integration by parts: ∫u·dv = u·v - ∫v·du. Let u=x dv=eˣ dx. Then v=eˣ du=dx. Result = x·eˣ - ∫eˣ dx = x·eˣ - eˣ + C = eˣ(x-1) + C."
APG11PCM_CA_14,APTIPATH,V3,GRADE_11_12,PCM,CORE_APTITUDE,MCQ,EVALUATE,"A researcher finds students who study 8+ hours/day score LOWER than those who study 6 hours/day. This most likely suggests:","Students should always study less","There is likely a diminishing returns or burnout effect — quality matters more than raw hours beyond an optimal point","The researcher made a fundamental error in the study","Students studying 8+ hours are less intelligent","N/A","B",5,90,"CORRECT=CRITICAL_REASONING+RESEARCH","HARD",FALSE,"BOOST_REASONING","Optimal study time follows an inverted-U curve (Yerkes-Dodson law). Beyond peak cognitive performance hours burnout reduces quality and retention."
APG11PCM_AC_01,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"5 months to JEE Main. Mock scores: Physics 60% Chemistry 55% Math 75%. Daily study: 8 hours. Optimal time allocation:","Equal 2h40min for all 3 subjects","Math 3h (maintain strength) Chemistry 3h (largest gap) Physics 2h with focused revision cycles","Spend all 8 hours only on Chemistry until it improves","Study whatever feels interesting that day","N/A","B",5,90,"A=EQUAL;B=STRATEGIC_ALLOCATION;C=TUNNEL_FOCUS;D=RANDOM","HARD",TRUE,"BOOST_ANALYTICAL+EXAM_STRATEGY","Strategic allocation: invest heavily in highest-growth subject (Chemistry 15% gap) while maintaining strength in Math and revising Physics. Total = 8h."
APG11PCM_AC_02,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"You discover that a senior student's published research project contains data that appears fabricated. You would:","Ignore it — it is their responsibility not yours","Confront the student privately without any documentation first","Report your specific observations and concerns to the faculty advisor with evidence","Immediately post about it on social media to expose the fraud","N/A","C",5,90,"A=BYSTANDER;B=CONFRONTATIONAL;C=FORMAL_EVIDENCE;D=PUBLIC_EXPOSURE","HARD",TRUE,"BOOST_RESEARCH+LAW","Research misconduct requires formal reporting through proper channels with documented evidence. Social media exposure can harm reputation without due process."
APG11PCM_AC_03,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,APPLY,"Designing a bridge for a 10-tonne truck on a 30m span with Rs.5 lakh budget. Your FIRST design decision should be:","Choose the most aesthetically appealing bridge style","Determine the structural load distribution and select the most efficient geometry (arch truss or suspension)","Select the cheapest available materials to maximize budget","Build a physical model immediately and test iteratively","N/A","B",5,90,"A=AESTHETIC_FIRST;B=STRUCTURAL_ENGINEERING;C=COST_FIRST;D=PROTOTYPE_FIRST","HARD",TRUE,"BOOST_ENGINEERING","Structural analysis precedes material selection and costing. Arch distributes compression loads. Truss uses triangulation. Suspension uses tension cables. Load path first."
APG11PCM_AC_04,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"Your JEE study app data: 70% of users quit after Day 1. What is the MOST critical insight to act on first?","App needs better graphics and UI animations","Onboarding fails to demonstrate value fast enough — the Day 1 experience must be completely redesigned","The practice questions are too difficult","Students need more social and gamification features","N/A","B",5,90,"A=VISUAL;B=ONBOARDING_CRITICAL;C=DIFFICULTY;D=SOCIAL","HARD",TRUE,"BOOST_TECH+PRODUCT","Day 1 retention is the most critical product metric. 70% quit means most users never experience the core value. Redesign the first-time user experience."
APG11PCM_AC_05,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,ANALYZE,"An AI system gives lower college application essay scores to first-generation students compared to elite school students with similar content quality. The CORE problem is:","The first-generation students need to improve their writing","The AI was trained on essays from elite institutions creating systematic bias against non-traditional writing styles","AI essay scoring is inherently reliable and unbiased","Students should adopt elite writing styles","N/A","B",5,90,"A=STUDENT_DEFICIENCY;B=AI_BIAS;C=AI_TRUST;D=ADAPTATION","HARD",TRUE,"BOOST_AI_ETHICS+SOCIAL","Training data bias is a systemic AI fairness issue. When AI learns from elite-institution data it encodes existing privilege as a quality signal."
APG11PCM_AC_06,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A chemical plant must reduce effluent BOD (Biological Oxygen Demand) by 80% to meet environmental standards. The MOST sustainable engineering solution is:","Dilute the effluent with river water before releasing it","Install a 3-stage biological wastewater treatment system with continuous monitoring and compliance reporting","Release effluent only at night to reduce the chance of regulatory detection","Pay environmental fines and continue current operations as-is","N/A","B",5,90,"A=DILUTION_NOT_SOLUTION;B=ENGINEERING_TREATMENT;C=UNETHICAL;D=COMPLIANCE_AVOIDANCE","HARD",TRUE,"BOOST_GREEN+ENGINEERING+CHEMICAL","Biological wastewater treatment (aerobic/anaerobic stages + filtration) is the standard engineering solution for BOD reduction. Dilution merely spreads harm."
APG11PCM_AC_07,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,ANALYZE,"Experiment results: Before intervention μ=45 σ=12. After intervention μ=62 σ=15. The MOST accurate interpretation is:","The intervention was 100% effective for all students equally","Average score improved significantly but variance increased — some students benefited much more than others","The increase in standard deviation means the intervention actually failed","This data is insufficient to draw any conclusions","N/A","B",5,90,"A=OVERSIMPLIFIED;B=CORRECT_STATISTICAL_INTERPRETATION;C=MISUNDERSTANDS_SD;D=OVERLY_CONSERVATIVE","HARD",TRUE,"BOOST_RESEARCH+DATA_SCIENCE","Mean increase (+17) shows overall improvement. SD increase (+3) shows differential benefit — heterogeneous effect. This nuanced interpretation is research-level thinking."
APG11PCM_AC_08,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"Deepfake technology creates convincing fake videos of public figures. As a future technologist your MOST responsible position is:","Build the most realistic deepfakes possible — technology itself is always neutral","Develop detection tools alongside creation tools and advocate for universal watermarking standards","Recommend banning all deepfake research everywhere permanently","Allow only government agencies access to deepfake technology","N/A","B",5,90,"A=NEUTRAL_TECH_MYTH;B=RESPONSIBLE_DEVELOPMENT;C=BAN_ALL;D=MONOPOLY","HARD",TRUE,"BOOST_AI_ETHICS+TECH","Responsible AI development requires dual-use thinking: for every creation tool build a detection counterpart. Watermarking (C2PA standard) is the industry direction."
APG11PCM_AC_09,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,MCQ,APPLY,"Two resistors R₁=6Ω and R₂=3Ω are connected in PARALLEL. Their equivalent resistance is:","9Ω","4.5Ω","2Ω","1Ω","N/A","C",4,75,"CORRECT=PHYSICS_CIRCUITS+ENGINEERING","HARD",FALSE,"BOOST_STEM","1/Req = 1/R₁ + 1/R₂ = 1/6 + 1/3 = 1/6 + 2/6 = 3/6 = 1/2. Therefore Req = 2Ω. Parallel resistance is fundamental to electronics circuit design."
APG11PCM_AC_10,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"You receive both IIT Bombay CS and a fully-funded CS scholarship at a top German university. Your decision framework should be:","Always choose IIT Bombay — Indian brand recognition is unbeatable","Always choose Germany — foreign degrees always outrank Indian ones","Evaluate based on your 10-year goal: India-focused startup or industry career → IIT; global research or international career → Germany","Flip a coin — both outcomes are identical in value regardless of your goals","N/A","C",5,90,"A=BRAND_BIAS;B=FOREIGN_BIAS;C=GOAL_BASED;D=PASSIVE","HARD",TRUE,"BOOST_CAREER_MATURITY","Career-aligned decision making: IIT placement network is strongest in India. German degree opens European/global research doors. Goal determines optimal choice."
APG11PCM_AC_11,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"India's power grid wastes 22% of electricity in transmission losses. As an electrical engineer which intervention has the HIGHEST system-wide impact?","Run public awareness campaigns asking people to use less electricity","Deploy HVDC (High-Voltage Direct Current) transmission lines for long distance and smart grid technology for real-time load optimization","Build more power plants to compensate for transmission losses","Install more electricity meters at consumer endpoints","N/A","B",5,90,"A=DEMAND_SIDE_ONLY;B=ENGINEERING_SYSTEMS;C=SUPPLY_NOT_EFFICIENCY;D=METERING_ONLY","HARD",TRUE,"BOOST_ENGINEERING+GREEN","HVDC reduces resistive losses by 30-40% over AC for long-distance transmission. Smart grid enables load balancing. This addresses root cause not symptoms."
APG11PCM_AC_12,APTIPATH,V3,GRADE_11_12,PCM,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A COVID-19 exponential growth model predicts 10 million cases in 30 days. After 15 days actual cases are 20% lower than predicted. The correct response is:","Trust the original model completely — reality will eventually catch up to it","Update the model parameters (growth rate transmission factors) using the new observed data and revise predictions","Declare the entire model useless and stop all mathematical modelling immediately","Report the lower actual cases as evidence the model was successful","N/A","B",5,90,"A=MODEL_RIGID;B=BAYESIAN_UPDATING;C=NIHILIST;D=MISREPRESENTATION","HARD",TRUE,"BOOST_RESEARCH+DATA_SCIENCE","Bayesian model updating: when new data diverges from predictions update model parameters. All models are wrong but updated models are more useful."
APG11PCM_IW_01,APTIPATH,V3,GRADE_11_12,PCM,INTEREST_WORK,RANK_ORDER,N/A,"Within engineering and tech which specialization genuinely INTERESTS you most? Rank 1 (most) to 5 (least):","Computer Science and Artificial Intelligence/Machine Learning","Electronics and Embedded Systems/Robotics","Mechanical Engineering and Manufacturing/Automotive","Chemical and Process Engineering/Materials","Civil and Infrastructure Engineering","PREFERENCE",0,120,"A=AI_TECH;B=ELECTRONICS_ROBOTICS;C=MECHANICAL_AUTOMOTIVE;D=CHEMICAL_GREEN;E=CIVIL_INFRASTRUCTURE","N/A",TRUE,"STREAM_SPECIALIZE","Within PCM this rank determines engineering branch recommendation. This is the most critical specialization signal for career cluster assignment."
APG11PCM_IW_02,APTIPATH,V3,GRADE_11_12,PCM,INTEREST_WORK,LIKERT,N/A,"I would strongly prefer a tech startup with equity potential over a stable government PSU job with guaranteed security","1 - Strongly prefer PSU/stability","2 - Slightly prefer stability","3 - No preference between them","4 - Slightly prefer startup","5 - Strongly prefer startup with equity","PREFERENCE",0,30,"4-5=ENTREPRENEUR+RISK_TAKER;1-2=SECURITY+STABILITY_SEEKER","N/A",TRUE,"BOOST_ENTREPRENEUR","Risk appetite at Grade 11-12 predicts startup vs corporate vs government career preference. Neither is superior — alignment matters."
APG11PCM_IW_03,APTIPATH,V3,GRADE_11_12,PCM,INTEREST_WORK,LIKERT,N/A,"I find the mathematics behind AI — linear algebra calculus and probability — genuinely beautiful not just useful","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=MATH_DEEP+AI_RESEARCH+PhD;1-2=APPLIED_CODING","N/A",TRUE,"BOOST_RESEARCH+AI","Mathematical beauty appreciation is a strong signal for pure research and academic track. Applied coders care about functionality not mathematical elegance."
APG11PCM_IW_04,APTIPATH,V3,GRADE_11_12,PCM,INTEREST_WORK,CARD_SORT,N/A,"Sort into: CAREER dream / Interesting HOBBY / Not for me at all:","Conducting research at an IIT or IISc laboratory","Building a tech product from scratch as a co-founder","Working as embedded systems engineer at ISRO or DRDO","Leading large infrastructure projects (dams airports highways)","Trading and building FinTech applications for financial markets","PREFERENCE",0,120,"A=RESEARCH_ACADEMIC;B=ENTREPRENEUR_TECH;C=ELECTRONICS_SPACE;D=CIVIL_INFRA;E=FINTECH","N/A",TRUE,"SPECIALIZE","Career vs hobby distinction reveals true ambition. ISRO/DRDO signals public sector tech path. FinTech = PCM + Finance hybrid."
APG11PCM_IW_05,APTIPATH,V3,GRADE_11_12,PCM,INTEREST_WORK,LIKERT,N/A,"I would rather build a product used by 1 billion people than publish 100 research papers that advance scientific knowledge","1 - Strongly prefer research impact","2 - Prefer research","3 - Value both equally","4 - Prefer product impact","5 - Strongly prefer product scale","PREFERENCE",0,30,"4-5=PRODUCT_INDUSTRY;1-2=RESEARCH_ACADEMIC","N/A",TRUE,"BOOST_TECH_PRODUCT","Product vs research orientation determines industry vs academic track within any engineering branch."
APG11PCM_IW_06,APTIPATH,V3,GRADE_11_12,PCM,INTEREST_WORK,RANK_ORDER,N/A,"Which career in tech excites you MOST for the 2030-2040 era? Rank 1 (most) to 5 (least):","Leading AI research at a top global lab (DeepMind OpenAI or IISc)","CTO of a successful Indian unicorn startup","Robotics engineer at ISRO or India's defence research organizations","Renewable energy systems engineer designing India's power grid","Cybersecurity architect protecting critical national infrastructure","PREFERENCE",0,90,"A=AI_RESEARCH;B=TECH_LEADERSHIP_STARTUP;C=ROBOTICS_SPACE;D=GREEN_ENERGY;E=CYBERSECURITY","N/A",TRUE,"SPECIALIZE","Career archetype preference within PCM directly maps to engineering branch and company/organization type recommendation."
APG11PCM_IW_07,APTIPATH,V3,GRADE_11_12,PCM,INTEREST_WORK,LIKERT,N/A,"I enjoy reading research papers or technical documentation on new technologies in my own time purely out of curiosity","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=TECH_INTRINSIC+RESEARCH+PhD;1-2=APPLIED_INDUSTRY","N/A",TRUE,"BOOST_RESEARCH","Voluntary technical reading is the clearest research aptitude signal at Grade 11-12. It indicates intrinsic intellectual drive that sustains a PhD or deep-tech path."
APG11PCM_IW_08,APTIPATH,V3,GRADE_11_12,PCM,INTEREST_WORK,LIKERT,N/A,"Solving a problem no one has ever solved before excites me far more than building efficient solutions to known problems","1 - Strongly prefer building known solutions","2 - Prefer established problems","3 - Like both equally","4 - Prefer novel discovery","5 - Strongly prefer unsolved problems","PREFERENCE",0,30,"4-5=RESEARCH_INNOVATION+PhD;1-2=ENGINEERING_IMPLEMENTATION+INDUSTRY","N/A",TRUE,"BOOST_RESEARCH","Novel problem orientation is the research PhD signal. Engineering implementation orientation is the industry engineering signal. Both are high-value."
APG11PCM_VM_01,APTIPATH,V3,GRADE_11_12,PCM,VALUES_MOTIVATION,RANK_ORDER,N/A,"For your engineering career at age 30 rank what you MOST want (1) to LEAST want (4):","Highest possible salary — Rs.50 LPA or more","Working on technology that transforms how billions of people live","Academic recognition — papers conferences international awards","Building your own technology company from the ground up","N/A","PREFERENCE",0,90,"A=INDUSTRY_HIGH_PAY;B=TECH_IMPACT;C=RESEARCH_ACADEMIC;D=ENTREPRENEUR","N/A",TRUE,"CLUSTER_DETECT","Career aspiration hierarchy at Grade 11-12 in PCM: A→FAANG/consulting B→product/deep-tech C→PhD/research D→startup founder."
APG11PCM_VM_02,APTIPATH,V3,GRADE_11_12,PCM,VALUES_MOTIVATION,SITUATIONAL,ANALYZE,"You get IIT Bombay (top choice). Your best friend gets NIT. You feel:","Pure joy — you earned this and feel great about it","Guilty — your success might damage the friendship","Anxious about whether you can maintain the relationship with this gap","Immediately think about how you can help your friend prepare for GATE to close the gap later","N/A","SIGNAL",4,60,"A=CONFIDENT_ACHIEVER;B=EMPATHETIC_GUILT;C=SOCIALLY_ANXIOUS;D=COLLABORATIVE_SUPPORTIVE","MEDIUM",TRUE,"MINDSET_DETECT","Response reveals emotional intelligence profile. D (collaborative helper) correlates with leadership and teamwork orientation. A is confident self-attribution."
APG11PCM_VM_03,APTIPATH,V3,GRADE_11_12,PCM,VALUES_MOTIVATION,LIKERT,N/A,"I genuinely believe India can become a global technology leader by 2035 and I personally want to contribute to making that happen","1 - Strongly disagree","2 - Somewhat disagree","3 - Neutral","4 - Somewhat agree","5 - Strongly agree","PREFERENCE",0,30,"4-5=NATION_BUILDER+INDIA_CAREER;1-2=GLOBAL_ASPIRANT+FOREIGN_EDUCATION","N/A",TRUE,"INDIA_VS_ABROAD","Nation-building orientation strongly predicts preference for India-based career path. Global aspirants should be shown international career roadmaps."
APG11PCM_VM_04,APTIPATH,V3,GRADE_11_12,PCM,VALUES_MOTIVATION,LIKERT,N/A,"I am willing to work 70+ hours per week in my 20s if it means achieving something truly extraordinary in my career","1 - Not at all — work-life balance is non-negotiable","2 - Probably not","3 - Maybe for the right opportunity","4 - Yes for a significant goal","5 - Absolutely — I will do whatever it takes","PREFERENCE",0,30,"4-5=HIGH_GRIND+STARTUP+RESEARCH+CONSULTING;1-2=BALANCE+ESTABLISHED_COMPANY+TEACHING","N/A",TRUE,"BOOST_STARTUP","Grind tolerance at Grade 11-12 predicts startup research consulting track. Low scorers are better suited to established companies with structured hours."
APG11PCM_VM_05,APTIPATH,V3,GRADE_11_12,PCM,VALUES_MOTIVATION,SITUATIONAL,EVALUATE,"Your 5-year goal after graduating from IIT. Which do you choose?","Join Google Microsoft or Goldman Sachs to maximize your starting salary package","Join an IIT spinout deep-tech startup with equity working on real innovation","Go abroad for MS or PhD at MIT Stanford or ETH Zurich","Stay in India and launch your own technology company in your engineering domain","N/A","SIGNAL",5,90,"A=INDUSTRY_PRESTIGE;B=DEEP_TECH_STARTUP;C=ACADEMIC_GLOBAL;D=ENTREPRENEUR_INDIA","HARD",TRUE,"CLUSTER_SPECIALIZE","Each option maps to a distinct post-IIT track: A=MNC hire B=deep-tech C=research/global D=India startup. No wrong answer — pure career preference signal."
APG11PCM_VM_06,APTIPATH,V3,GRADE_11_12,PCM,VALUES_MOTIVATION,LIKERT,N/A,"I find it more satisfying to optimize and perfect an existing system than to invent something completely new from scratch","1 - Strongly prefer inventing new things","2 - Prefer novelty","3 - Value both equally","4 - Prefer optimizing existing systems","5 - Strongly prefer optimization and improvement","PREFERENCE",0,30,"4-5=IMPROVEMENT_ENGINEERING+INDUSTRY;1-2=INNOVATION_RESEARCH+INVENTOR","N/A",TRUE,"BOOST_ENGINEERING","Optimization vs invention is a key personality axis in engineering. Industry engineers (SWE SRE) optimize. Researchers inventors founders create new."
APG11PCM_LB_01,APTIPATH,V3,GRADE_11_12,PCM,LEARNING_BEHAVIOR,MULTI_SELECT,N/A,"Which resources have been MOST effective in your JEE preparation? Select ALL that apply:","NCERT textbooks as the conceptual foundation","HC Verma DC Pandey or Irodov for deep problem-solving practice","Video lectures from NPTEL Khan Academy or top YouTube educators","Solving past 10 years JEE papers for pattern recognition","Study groups with peers of similar or higher ability level","PREFERENCE",0,60,"A=SYSTEMATIC_FOUNDATION;B=DEEP_PRACTICE+STEM;C=CONCEPTUAL_VISUAL;D=EXAM_STRATEGIC;E=COLLABORATIVE","N/A",TRUE,"LEARNING_STYLE_DETECT","HC Verma/Irodov practice (B) is the strongest JEE success predictor. Past paper practice (D) reveals exam strategy orientation."
APG11PCM_LB_02,APTIPATH,V3,GRADE_11_12,PCM,LEARNING_BEHAVIOR,LIKERT,N/A,"After every mock test I carefully analyze each wrong answer to identify the exact conceptual gap before moving to new topics","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=DEEP_ERROR_ANALYSIS+TOP_JEE_PREDICTOR;1-2=SURFACE_MOVING","N/A",TRUE,"BOOST_ACADEMIC+RESEARCH","Error analysis is the #1 differentiator between JEE Main qualifiers and JEE Advanced rank-holders. Deep diagnostic thinking also predicts research ability."
APG11PCM_LB_03,APTIPATH,V3,GRADE_11_12,PCM,LEARNING_BEHAVIOR,SITUATIONAL,ANALYZE,"Your JEE mock rank drops from 5000 to 8000. You respond by:","Panicking and completely overhauling your study plan overnight","Analyzing which sections caused the rank drop and adjusting focus while maintaining strong subjects","Attributing it to bad luck and continuing the same approach without change","Feeling demotivated and reducing daily study hours for a week","N/A","B",5,75,"A=REACTIVE_PANIC;B=DIAGNOSTIC_STRATEGIC;C=DENIAL;D=DEMOTIVATION","MEDIUM",TRUE,"BOOST_ANALYTICAL","Data-driven response to performance decline: diagnose → adjust → test. This is the scientific method applied to self-improvement."
APG11PCM_LB_04,APTIPATH,V3,GRADE_11_12,PCM,LEARNING_BEHAVIOR,LIKERT,N/A,"I sometimes practice problems well beyond exam requirements because the depth of understanding genuinely excites me","1 - Never — I only study what is needed for the exam","2 - Rarely","3 - Occasionally","4 - Often","5 - Always — I go deep because it is intrinsically rewarding","PREFERENCE",0,30,"4-5=BEYOND_EXAM_LEARNER+RESEARCH_APTITUDE;1-2=EXAM_FOCUSED","N/A",TRUE,"BOOST_RESEARCH","Going beyond the curriculum for intrinsic satisfaction is the clearest research and academic distinction signal at this stage."
APG11PCM_LB_05,APTIPATH,V3,GRADE_11_12,PCM,LEARNING_BEHAVIOR,LIKERT,N/A,"I maintain a consistent daily study schedule with specific hours allocated per subject even on days I feel unmotivated","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=DISCIPLINED+JEE_PREDICTOR;1-2=INCONSISTENT+NEEDS_STRUCTURE","N/A",TRUE,"BOOST_ALL_COMPETITIVE","Daily consistency is the strongest single predictor of JEE success beyond raw intelligence. Consistent average beats brilliant inconsistent every time."
APG11PCM_LB_06,APTIPATH,V3,GRADE_11_12,PCM,LEARNING_BEHAVIOR,SITUATIONAL,EVALUATE,"A concept remains confusing even after watching 3 different explanations. You do:","Skip it and hope it does not appear in JEE","Return to the derivation from first principles and rebuild the concept from the ground up","Ask a friend to explain it in their own words","Memorize the formula without understanding and practice enough problems to spot the pattern","N/A","B",5,90,"A=AVOIDANCE;B=FIRST_PRINCIPLES+IIT_MINDSET;C=SOCIAL_LEARNING;D=ROTE","HARD",TRUE,"BOOST_RESEARCH+ENGINEERING","First-principles thinking is the defining characteristic of IIT-level intellectual ability. Richard Feynman: if you cannot derive it from basics you do not understand it."
