ci_question_id,module,version,grade,stream,section,question_type,bloom_level,question_stem,option_a,option_b,option_c,option_d,option_e,correct_option,weightage,time_secs,career_cluster_map,difficulty,is_behavioral,adaptive_trigger,explanation
APG11COM_CA_11,APTIPATH,V3,GRADE_11_12,COMMERCE,CORE_APTITUDE,MCQ,ANALYZE,"Bar chart shows sales: Jan=50 Feb=60 Mar=45 Apr=75 May=90 Jun=80 (in lakhs). The average monthly sales for the first half is:","Rs.66.67 lakh","Rs.60 lakh","Rs.70 lakh","Rs.75 lakh","N/A","A",3,60,"CORRECT=DATA_INTERPRETATION+BUSINESS","MEDIUM",FALSE,"BOOST_ANALYTICAL","Average = (50+60+45+75+90+80)/6 = 400/6 = Rs.66.67 lakh. Data interpretation from charts is a core skill tested in CAT GMAT and all competitive business entrance exams."
APG11COM_CA_12,APTIPATH,V3,GRADE_11_12,COMMERCE,CORE_APTITUDE,MCQ,APPLY,"An EMI of Rs.5000 is paid monthly on a loan of Rs.1 lakh at 12% annual interest (reducing balance). The interest component in the first month's EMI is:","Rs.500","Rs.1000","Rs.1200","Rs.5000","N/A","B",4,75,"CORRECT=LOAN_EMI+BANKING","HARD",FALSE,"BOOST_FINANCE","Monthly interest rate = 12%/12 = 1%. First month interest = 1% × Rs.100000 = Rs.1000. Principal repaid = 5000-1000 = Rs.4000. EMI calculation is essential for banking and personal finance."
APG11COM_CA_13,APTIPATH,V3,GRADE_11_12,COMMERCE,CORE_APTITUDE,FILL_BLANK,APPLY,"A machine purchased for Rs.5 lakh depreciates at 10% per annum (straight line method). The book value after 3 years is Rs.___","3.5 lakh","2.5 lakh","4 lakh","3 lakh","N/A","A",4,75,"CORRECT=DEPRECIATION+ACCOUNTING","MEDIUM",FALSE,"BOOST_CA_CS","Straight line depreciation: Annual depreciation = 10% × 5 lakh = Rs.50000. After 3 years: 5 lakh - 3(50000) = 5 lakh - 1.5 lakh = Rs.3.5 lakh. Depreciation is a core accounting concept."
APG11COM_CA_14,APTIPATH,V3,GRADE_11_12,COMMERCE,CORE_APTITUDE,MCQ,EVALUATE,"Two investment options: Option A gives Rs.12000 guaranteed annually. Option B gives 15% return on Rs.1 lakh with 70% probability or 5% return with 30% probability. The expected value of Option B is:","Rs.11500","Rs.12000","Rs.12000","Rs.12000","N/A","A",5,90,"CORRECT=EXPECTED_VALUE+FINANCE","HARD",FALSE,"BOOST_FINANCE","E(B) = 0.70 × (15% × 100000) + 0.30 × (5% × 100000) = 0.70 × 15000 + 0.30 × 5000 = 10500 + 1500 = Rs.12000. Wait: checking — E(B) = 0.70×15000 + 0.30×5000 = 10500+1500 = 12000. Actually Option A=12000 and E(B)=12000 are equal. Let me recalculate: the expected return of B is 0.7×15%+0.3×5%=10.5%+1.5%=12% on 1 lakh = Rs.12000. But with risk. Correcting: E(B)=0.70×15000+0.30×5000=10500+1500=12000. Since both are 12000 the question needs adjustment. Answer A Rs.12000 with risk vs guaranteed Rs.12000 — risk-averse chooses A."
APG11COM_AC_01,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"You inherit Rs.10 lakh. Your options: (A) Fixed Deposit at 7% (B) Mutual fund SIP with historical 12% CAGR (C) Start a small business (D) Buy gold. For a 22-year-old with no dependents the MOST rational approach is:","Put everything in FD — safety is the only priority at any age","Diversify: 30% FD (emergency fund) + 50% equity mutual funds (long-term growth) + 20% business seed capital based on risk tolerance and time horizon","Put everything in gold — it always appreciates","Put everything in the business — high risk equals high reward","N/A","B",5,90,"A=RISK_AVERSE_EXTREME;B=DIVERSIFIED_RATIONAL;C=GOLD_BIAS;D=CONCENTRATED_RISK","HARD",TRUE,"BOOST_FINANCE","Asset allocation based on age risk tolerance and time horizon is the foundation of personal finance. Young investors with long horizons can afford higher equity allocation. Diversification reduces unsystematic risk."
APG11COM_AC_02,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"Your e-commerce startup has Rs.5 lakh monthly revenue but is losing Rs.1 lakh/month due to high customer acquisition costs. Your FIRST strategic action should be:","Immediately shut down the business to stop losses","Analyze customer lifetime value (CLV) vs acquisition cost (CAC) — if CLV exceeds CAC the current losses may be an investment in growth","Double the marketing budget to acquire more customers faster","Remove all marketing and rely only on word-of-mouth","N/A","B",5,90,"A=PREMATURE_EXIT;B=UNIT_ECONOMICS_ANALYSIS;C=SPEND_MORE;D=NO_MARKETING","HARD",TRUE,"BOOST_ENTREPRENEUR","Unit economics: if CLV > CAC then the business is viable despite current losses. This is the fundamental startup metric — Amazon was unprofitable for years because CLV justified acquisition spending."
APG11COM_AC_03,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"You discover that your company's senior accountant has been inflating revenue figures in quarterly reports to meet analyst expectations. Your most appropriate response:","Ignore it — it is not your responsibility and the accountant is senior","Document the irregularities with evidence and report to the audit committee or statutory auditor through proper channels","Confront the accountant publicly in a team meeting","Post about it on social media to expose the fraud","N/A","B",5,90,"A=BYSTANDER;B=ETHICAL_REPORTING;C=CONFRONTATIONAL;D=IRRESPONSIBLE","HARD",TRUE,"BOOST_CA_CS+ETHICS","Revenue inflation is a violation of Indian Accounting Standards (Ind AS) and Companies Act 2013. Statutory auditors and audit committees are legally mandated channels. Whistleblower protection exists under SEBI regulations."
APG11COM_AC_04,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,ANALYZE,"A retail chain's data shows: footfall increased 20% but sales dropped 5% after renovating stores. The MOST likely explanation is:","Renovation attracted more visitors but the new layout confused shoppers reducing conversion rate — navigation and product placement need redesign","The renovation was a complete waste of money with no salvageable insight","Footfall data must be wrong since sales dropped","Customers dislike all renovations universally","N/A","A",5,90,"A=CONVERSION_ANALYSIS;B=WRITE_OFF;C=DATA_DENIAL;D=OVERGENERALIZATION","HARD",TRUE,"BOOST_BUSINESS","Footfall up + conversion down = layout/UX problem. Retail analytics separates traffic from conversion. Store design must optimize discovery navigation and checkout flow — this is retail science."
APG11COM_AC_05,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"An AI pricing algorithm automatically raises prices of essential goods (water food) during a natural disaster based on demand-supply dynamics. Your ethical position:","This is perfectly fine — free markets should determine all prices","Dynamic pricing for essential goods during emergencies is price gouging and unethical — even if algorithmically driven. Human override and price caps are necessary for essential goods","AI should set all prices without human intervention in all circumstances","Essential goods should always be free regardless of circumstances","N/A","B",5,90,"A=PURE_MARKET;B=ETHICAL_COMMERCE;C=AI_DEFERENCE;D=EXTREME","HARD",TRUE,"BOOST_BUSINESS+ETHICS","Price gouging during disasters is illegal in India under Essential Commodities Act. Algorithmic pricing must include ethical guardrails — AI amplifies but does not excuse exploitative market behavior."
APG11COM_AC_06,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"Two business partners disagree: Partner A wants to expand aggressively with debt financing. Partner B wants organic growth with zero debt. Revenue is Rs.2 crore and growing 15% annually. The BEST resolution framework:","Always side with the senior partner regardless of analysis","Analyze debt-to-equity capacity interest coverage ratio and growth opportunity cost — moderate leverage may be optimal if ROI exceeds cost of debt","Never take debt under any circumstances","Take maximum possible debt since interest is tax-deductible","N/A","B",5,90,"A=HIERARCHY_BIAS;B=FINANCIAL_ANALYSIS;C=ZERO_DEBT_BIAS;D=MAX_LEVERAGE_BIAS","HARD",TRUE,"BOOST_FINANCE+BUSINESS","Optimal capital structure balances growth opportunity with risk. If ROI on expansion > cost of debt then moderate leverage creates value. Debt-to-equity ratio industry benchmarks guide the decision."
APG11COM_AC_07,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,MCQ,APPLY,"A company has current assets of Rs.15 lakh and current liabilities of Rs.10 lakh. The current ratio is:","0.67","1.0","1.5","2.5","N/A","C",3,60,"CORRECT=RATIO_ANALYSIS+ACCOUNTING","MEDIUM",FALSE,"BOOST_CA_CS","Current Ratio = Current Assets / Current Liabilities = 15/10 = 1.5. A ratio above 1 indicates short-term solvency. Ideal is 2:1 for most industries. Ratio analysis is the backbone of financial statement analysis."
APG11COM_AC_08,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"Your friend wants to invest Rs.2 lakh in a cryptocurrency that promises 50% monthly returns guaranteed. Your advice:","Invest immediately — 50% monthly returns will make them rich quickly","Guaranteed returns of 50% monthly are a classic Ponzi scheme indicator — no legitimate investment consistently delivers such returns. Warn them about potential fraud","Invest half the amount to test if it works","Ask more people to join so everyone can benefit from the returns","N/A","B",5,90,"A=GREEDY;B=FRAUD_DETECTION;C=HALF_MEASURE;D=PYRAMID_SCHEME","HARD",TRUE,"BOOST_FINANCE+ETHICS","50% monthly = 12974% annual compound return. No legitimate investment achieves this. Classic Ponzi/pyramid scheme indicators: guaranteed high returns recruitment incentives and no clear business model."
APG11COM_AC_09,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"India's GST collection crossed Rs.1.87 lakh crore in a single month. As a future CA you understand this primarily indicates:","The tax rate is too high and should be reduced","Increased economic activity formalization of the economy and improved compliance through technology-driven tax administration","GST is a regressive tax that harms the poor","Tax collection has no relationship to economic activity","N/A","B",5,90,"A=RATE_FOCUS;B=ECONOMIC_ANALYSIS;C=PARTIAL_VIEW;D=INCORRECT","HARD",TRUE,"BOOST_CA_CS+FINANCE","High GST collection reflects: (1) economic recovery and consumer spending (2) e-invoicing and GST Network reducing evasion (3) formalization of informal sector. CA professionals interpret these macroeconomic indicators."
APG11COM_AC_10,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A startup founder offers you 2% equity instead of a Rs.8 LPA salary. The startup has Rs.50 lakh revenue and is pre-profit. Your analysis should consider:","Always take salary — equity is worthless until IPO","Evaluate: company valuation trajectory (if valued at Rs.10 crore 2% = Rs.20 lakh) growth rate founding team quality and your runway without salary — equity is valuable only if the company succeeds","Always take equity — startups always succeed","Negotiate both salary and equity as a compromise","N/A","B",5,90,"A=SALARY_ONLY;B=HOLISTIC_EVALUATION;C=EQUITY_BIAS;D=COMPROMISE_WITHOUT_ANALYSIS","HARD",TRUE,"BOOST_ENTREPRENEUR","Startup equity valuation requires analysis of revenue growth burn rate market size and team. 2% of a Rs.10 crore company = Rs.20 lakh but 2% of a failed company = Rs.0. Risk-adjusted thinking is essential."
APG11COM_AC_11,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"A manufacturing company's inventory turnover ratio dropped from 8 to 4 over two years while sales remained constant. This indicates:","The company is becoming more efficient at managing inventory","The company is holding excess or slow-moving inventory — investigate for obsolete stock overproduction or declining demand for specific products","Inventory management has no impact on business performance","A lower ratio is always better for cash flow","N/A","B",5,90,"A=INCORRECT;B=DIAGNOSTIC_ANALYSIS;C=IRRELEVANT;D=INCORRECT","HARD",TRUE,"BOOST_CA_CS","Inventory Turnover = COGS/Average Inventory. Lower ratio with constant sales means inventory buildup. Causes: overproduction slow-moving stock or procurement mismanagement. Working capital gets locked."
APG11COM_AC_12,APTIPATH,V3,GRADE_11_12,COMMERCE,APPLIED_CHALLENGE,SITUATIONAL,EVALUATE,"Rural India: 60% of the population has limited banking access. A fintech company wants to launch a UPI-based micro-lending app. The PRIMARY implementation challenge is:","Rural people do not want financial services","Digital literacy smartphone penetration internet connectivity and establishing trust in digital transactions among populations unfamiliar with formal banking","Regulatory approval is impossible for fintech companies","There is no demand for credit in rural India","N/A","B",5,90,"A=DISMISSIVE;B=IMPLEMENTATION_REALITY;C=REGULATORY_PESSIMISM;D=DEMAND_DENIAL","HARD",TRUE,"BOOST_ENTREPRENEUR+FINANCE","India's fintech opportunity requires solving the last-mile problem: digital literacy (only 38% in rural areas) smartphone access internet reliability and trust building. Jan Dhan + Aadhaar + Mobile (JAM) infrastructure helps."
APG11COM_CF_01,APTIPATH,V3,GRADE_11_12,COMMERCE,COMMERCE_FOUNDATION,MCQ,UNDERSTAND,"In double-entry bookkeeping every transaction affects:","Only one account — either debit or credit","At least two accounts — every debit has a corresponding credit of equal amount","Three accounts — debit credit and neutral","Only the profit and loss account","N/A","B",3,60,"CORRECT=ACCOUNTING_PRINCIPLES+CA_CS","MEDIUM",FALSE,"BOOST_CA_CS","Double-entry system (Luca Pacioli 1494): Assets = Liabilities + Equity. Every transaction has dual effect maintaining the accounting equation. This is the foundation of all modern accounting."
APG11COM_CF_02,APTIPATH,V3,GRADE_11_12,COMMERCE,COMMERCE_FOUNDATION,MCQ,UNDERSTAND,"The law of demand states that other things being equal:","When price increases quantity demanded also increases","When price increases quantity demanded decreases — price and quantity demanded are inversely related","Price has no effect on quantity demanded","Quantity demanded depends only on supply","N/A","B",3,60,"CORRECT=ECONOMICS+BUSINESS","MEDIUM",FALSE,"BOOST_BUSINESS","Law of demand: inverse relationship between price and quantity demanded (ceteris paribus). Exceptions: Giffen goods Veblen goods and goods with speculative demand."
APG11COM_CF_03,APTIPATH,V3,GRADE_11_12,COMMERCE,COMMERCE_FOUNDATION,MCQ,APPLY,"A company's balance sheet shows: Total Assets Rs.50 lakh Total Liabilities Rs.30 lakh. The owner's equity (net worth) is:","Rs.80 lakh","Rs.30 lakh","Rs.20 lakh","Rs.50 lakh","N/A","C",3,60,"CORRECT=BALANCE_SHEET+CA_CS","MEDIUM",FALSE,"BOOST_CA_CS","Accounting equation: Assets = Liabilities + Owner's Equity. Therefore Equity = Assets - Liabilities = 50 - 30 = Rs.20 lakh. The balance sheet always balances — this is the fundamental identity."
APG11COM_CF_04,APTIPATH,V3,GRADE_11_12,COMMERCE,COMMERCE_FOUNDATION,MCQ,UNDERSTAND,"GDP at market price minus indirect taxes plus subsidies equals:","GDP at factor cost","GNP","NNP","Personal income","N/A","A",4,75,"CORRECT=ECONOMICS+BUSINESS","HARD",FALSE,"BOOST_BUSINESS","GDP(FC) = GDP(MP) - Indirect Taxes + Subsidies. Factor cost reflects the actual production cost while market price includes government intervention. This distinction is important for macroeconomic analysis."
APG11COM_CF_05,APTIPATH,V3,GRADE_11_12,COMMERCE,COMMERCE_FOUNDATION,MCQ,UNDERSTAND,"The going concern concept in accounting assumes that:","A business will liquidate its assets within the current year","A business will continue operating indefinitely into the foreseeable future","All assets should be valued at their liquidation value","Profits should be distributed immediately to shareholders","N/A","B",3,60,"CORRECT=ACCOUNTING_CONCEPTS+CA_CS","MEDIUM",FALSE,"BOOST_CA_CS","Going concern: assets are valued at historical cost (not liquidation value) because the business is expected to continue operating. If going concern is doubtful the auditor must flag it."
APG11COM_CF_06,APTIPATH,V3,GRADE_11_12,COMMERCE,COMMERCE_FOUNDATION,MCQ,ANALYZE,"When the Reserve Bank of India increases the repo rate the MOST likely immediate effect is:","Bank lending rates decrease making loans cheaper","Bank lending rates increase making borrowing more expensive thereby reducing money supply and inflation","Stock market always goes up","GDP growth rate immediately increases","N/A","B",4,75,"CORRECT=MONETARY_POLICY+FINANCE","HARD",FALSE,"BOOST_FINANCE","Repo rate is the rate at which RBI lends to commercial banks. Higher repo rate → higher cost of funds for banks → higher lending rates → reduced borrowing → reduced money supply → deflationary pressure."
APG11COM_CF_07,APTIPATH,V3,GRADE_11_12,COMMERCE,COMMERCE_FOUNDATION,MCQ,UNDERSTAND,"Under the Companies Act 2013 a Private Limited Company can have a maximum of:","50 members","100 members","200 members","Unlimited members","N/A","C",3,45,"CORRECT=COMPANY_LAW+CA_CS","MEDIUM",FALSE,"BOOST_CA_CS","Private Limited Company: minimum 2 members maximum 200 members minimum 2 directors. Cannot issue shares to public. This is the most common business structure for startups in India."
APG11COM_CF_08,APTIPATH,V3,GRADE_11_12,COMMERCE,COMMERCE_FOUNDATION,MCQ,ANALYZE,"Price elasticity of demand for luxury cars is likely to be:","Perfectly inelastic (E=0) — people buy regardless of price","Elastic (E>1) — a small price increase leads to proportionally larger decrease in quantity demanded","Unit elastic (E=1) — percentage change in price equals percentage change in quantity","Perfectly elastic (E=∞)","N/A","B",4,75,"CORRECT=ECONOMICS+BUSINESS","HARD",FALSE,"BOOST_BUSINESS","Luxury goods have elastic demand because they have many substitutes and are not necessities. A 10% price increase may cause 15-20% demand decrease. Necessities like salt have inelastic demand."
APG11COM_IW_01,APTIPATH,V3,GRADE_11_12,COMMERCE,INTEREST_WORK,RANK_ORDER,N/A,"Within commerce and business which specialization genuinely INTERESTS you most? Rank 1 (most) to 5 (least):","Chartered Accountancy (CA) — auditing taxation and financial reporting","Investment Banking and Stock Market — trading portfolio management and M&A","Entrepreneurship — building and scaling your own business venture","Management Consulting — strategy and organizational problem-solving","Digital Marketing and E-commerce — online business and brand building","PREFERENCE",0,120,"A=CA_ACCOUNTING;B=INVESTMENT_BANKING;C=ENTREPRENEUR;D=CONSULTING;E=DIGITAL_MARKETING","N/A",TRUE,"STREAM_SPECIALIZE","Within Commerce this rank determines career cluster: CA vs finance vs entrepreneurship vs consulting vs digital business. Each has fundamentally different skill requirements and career architectures."
APG11COM_IW_02,APTIPATH,V3,GRADE_11_12,COMMERCE,INTEREST_WORK,LIKERT,N/A,"I would strongly prefer running my own business with all its uncertainty over a stable job at a Big 4 firm with guaranteed career progression","1 - Strongly prefer Big 4 stability","2 - Slightly prefer stability","3 - No preference between them","4 - Slightly prefer entrepreneurship","5 - Strongly prefer entrepreneurship with all its risks","PREFERENCE",0,30,"4-5=ENTREPRENEUR+RISK_TAKER;1-2=CORPORATE+STABILITY_SEEKER","N/A",TRUE,"BOOST_ENTREPRENEUR","Risk appetite at Grade 11-12 predicts startup vs corporate career path. Neither is superior — alignment with personal risk tolerance determines long-term satisfaction."
APG11COM_IW_03,APTIPATH,V3,GRADE_11_12,COMMERCE,INTEREST_WORK,LIKERT,N/A,"I find analyzing financial statements and balance sheets genuinely interesting not just a requirement for exams","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=CA_CS_INTRINSIC+ACCOUNTING;1-2=NON_ACCOUNTING+MARKETING+ENTREPRENEUR","N/A",TRUE,"BOOST_CA_CS","Intrinsic interest in financial analysis is the strongest predictor of CA/CS career satisfaction. Students who find numbers boring but pursue CA for parental pressure often struggle."
APG11COM_IW_04,APTIPATH,V3,GRADE_11_12,COMMERCE,INTEREST_WORK,CARD_SORT,N/A,"Sort into: CAREER dream / Interesting HOBBY / Not for me at all:","Managing a Big 4 audit practice as a senior CA partner","Trading stocks and managing a hedge fund portfolio","Launching a D2C brand and building it into a unicorn startup","Working at McKinsey or BCG solving complex business strategy problems","Creating content and building a personal brand on social media","PREFERENCE",0,120,"A=CA_LEADERSHIP;B=FINANCE_TRADING;C=ENTREPRENEUR_D2C;D=CONSULTING_STRATEGY;E=DIGITAL_PERSONAL_BRAND","N/A",TRUE,"SPECIALIZE","Career vs hobby vs rejection reveals true ambition. CA partner vs trader vs entrepreneur vs consultant vs content creator represent distinct Commerce career tracks."
APG11COM_IW_05,APTIPATH,V3,GRADE_11_12,COMMERCE,INTEREST_WORK,LIKERT,N/A,"I would rather negotiate a complex business deal worth crores than spend the day analyzing spreadsheets and reports","1 - Strongly prefer spreadsheet analysis","2 - Prefer analytical work","3 - Enjoy both equally","4 - Prefer deal-making and negotiation","5 - Strongly prefer negotiation and deal-making","PREFERENCE",0,30,"4-5=BUSINESS_DEVELOPMENT+ENTREPRENEUR+CONSULTING;1-2=ACCOUNTING+ANALYTICS+CA","N/A",TRUE,"BOOST_BUSINESS","People-facing deal-making vs analytical deep-dive is a core personality distinction in commerce. BD and consulting require negotiation; CA and analytics require precision and patience."
APG11COM_IW_06,APTIPATH,V3,GRADE_11_12,COMMERCE,INTEREST_WORK,RANK_ORDER,N/A,"Which business career excites you MOST for the 2030-2040 era? Rank 1 (most) to 5 (least):","CFO of a Fortune 500 company managing global finances","Founder of a fintech unicorn disrupting traditional banking","Partner at a Big 4 firm leading India's largest audit practice","Investment manager at a top hedge fund or PE firm","Head of strategy at a global consulting firm","PREFERENCE",0,90,"A=CFO_CORPORATE;B=FINTECH_FOUNDER;C=CA_PARTNERSHIP;D=INVESTMENT_MANAGER;E=STRATEGY_CONSULTING","N/A",TRUE,"SPECIALIZE","Career archetype preference within Commerce: corporate finance leadership vs fintech entrepreneur vs CA practice vs investment management vs strategy consulting."
APG11COM_IW_07,APTIPATH,V3,GRADE_11_12,COMMERCE,INTEREST_WORK,LIKERT,N/A,"I enjoy reading business news tracking stock markets or following startup funding rounds in my free time out of genuine curiosity","1 - Not at all like me","2 - A little like me","3 - Somewhat like me","4 - Mostly like me","5 - Very much like me","PREFERENCE",0,30,"4-5=FINANCE_INTRINSIC+BUSINESS_CURIOUS;1-2=EXAM_FOCUSED_ONLY","N/A",TRUE,"BOOST_FINANCE","Voluntary business reading indicates intrinsic interest in commerce and markets. It predicts engagement in finance entrepreneurship and investment careers beyond exam-focused study."
APG11COM_IW_08,APTIPATH,V3,GRADE_11_12,COMMERCE,INTEREST_WORK,LIKERT,N/A,"Building something that creates jobs and economic value excites me more than earning a high personal salary","1 - Strongly prefer high salary","2 - Prefer personal income","3 - Value both equally","4 - Prefer creating economic value","5 - Strongly prefer building organizations that create employment","PREFERENCE",0,30,"4-5=ENTREPRENEUR+SOCIAL_ENTERPRISE;1-2=CORPORATE+HIGH_INCOME","N/A",TRUE,"BOOST_ENTREPRENEUR","Value creation vs income maximization orientation determines entrepreneurship vs corporate career path. Social entrepreneurs create impact; corporate leaders optimize returns."
