"wave"	"priority_score"	"subject_bucket"	"course_id"	"course_name"	"course_session_id"	"session_order"	"session_title"	"target_total_questions"	"target_mcq"	"target_short_answer"	"target_long_answer"	"target_fill_in_blank"	"seed_extraction_min"	"seed_extraction_max"	"ai_generation_min"	"ai_generation_max"	"ai_generation_rule"	"difficulty_distribution"	"exam_style_requirement"	"image_required"	"target_questions_with_images"	"image_instruction"	"source_pdf"	"chapter_json_output"	"qa_status"	"publish_status"
"WAVE_L1"	"79"	"HINDI"	"56"	"CBSE Grade 4 Hindi - Exam Prep"	"848"	"11"	"Chapter 11: ??? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"11_onam_varnan.pdf"	"/opt/robodynamics/session_materials/56/qbank/chapter_848.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"56"	"CBSE Grade 4 Hindi - Exam Prep"	"849"	"12"	"Chapter 12: ?????? ?? ??? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"12_patton_ke_khel_kavita.pdf"	"/opt/robodynamics/session_materials/56/qbank/chapter_849.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"56"	"CBSE Grade 4 Hindi - Exam Prep"	"850"	"13"	"Chapter 13: ???? ???????? ??????????? (????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"13_shankar_chitrakala_pratiyogita_patra.pdf"	"/opt/robodynamics/session_materials/56/qbank/chapter_850.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"56"	"CBSE Grade 4 Hindi - Exam Prep"	"851"	"14"	"Chapter 14: ????-???? (?????-??????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"14_bandarbant_kavya_natika.pdf"	"/opt/robodynamics/session_materials/56/qbank/chapter_851.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1039"	"1"	"Chapter 1: ???? ?? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"1_chalta_chal_kavita.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1039.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1040"	"2"	"Chapter 2: ????? ???? (?????? ??????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"2_sahasi_neelu_sahasik_prasang.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1040.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1041"	"3"	"Chapter 3: ???? ?? ????? (???? ??????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"3_bakri_ka_aparadh_rochak_prasang.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1041.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1042"	"4"	"Chapter 4: ???????? ???? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"4_swacchata_mahaan_kavita.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1042.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1043"	"5"	"Chapter 5: ????? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"5_uphaar_kahani.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1043.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1044"	"6"	"Chapter 6: ????? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"6_eidgah_kahani.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1044.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1045"	"7"	"Chapter 7: ???? ?? ?????? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"7_diye_ka_abimaan_kavita.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1045.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1046"	"8"	"Chapter 8: ????? ???? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"8_sachcha_saboot_kahani.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1046.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1047"	"9"	"Chapter 9: ???? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"9_jharna_kavita.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1047.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1048"	"10"	"Chapter 10: ???????? (????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"10_hidayatein_patra.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1048.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1049"	"11"	"Chapter 11: ???????? ?? ??? (??????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"11_mount_abu_ki_sair_paryatan.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1049.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1050"	"12"	"Chapter 12: ???? ?? ?????? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"12_chand_ka_kutta_kavita.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1050.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1051"	"13"	"Chapter 13: ???????????? : ???? ??????? ??? ???????? ???????? (????????? ??????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"13_bhaskaracharya_mahan_ganitagya_vigyanik_prasang.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1051.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1052"	"14"	"Chapter 14: ?????? ??? (??? ???)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"14_olympic_khel_khel_jagat.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1052.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1053"	"15"	"Chapter 15: ????? ?? ????? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"15_gopal_ka_bagicha_kahani.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1053.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1054"	"16"	"Chapter 16: ???? ???? ??? ?????? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"16_dharti_mata_geet_sunati_kavita.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1054.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1055"	"17"	"Chapter 17: ?????? ???? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"17_sunehri_machhli_kahani.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1055.json"	"PENDING"	"PENDING"
"WAVE_L1"	"79"	"HINDI"	"72"	"CBSE Grade 4 Hindi Language - Exam Prep"	"1056"	"18"	"Chapter 18: ??????? ????? (?????)"	"36"	"12"	"12"	"8"	"4"	"12"	"20"	"16"	"24"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:50%, Hard:15%, Expert:5%"	"board-language clarity + grammar + comprehension"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"18_abraham_lincoln_jeevani.pdf"	"/opt/robodynamics/session_materials/72/qbank/chapter_1056.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"934"	"1"	"Chapter 1: Rational Numbers"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"1_rational_numbers.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_934.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"935"	"2"	"Chapter 2: Exponents"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"2_exponents.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_935.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"936"	"3"	"Chapter 3: Squares and Square Roots"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"3_squares_and_square_roots.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_936.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"937"	"4"	"Chapter 4: Cubes and Cube Roots"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"4_cubes_and_cube_roots.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_937.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"938"	"5"	"Chapter 5: Playing with Numbers"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"5_playing_with_numbers.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_938.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"939"	"6"	"Chapter 6: Operations on Algebraic Expressions"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"6_operations_on_algebraic_expressions.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_939.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"940"	"7"	"Chapter 7: Factorisation"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"7_factorisation.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_940.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"941"	"8"	"Chapter 8: Linear Equations"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"8_linear_equations.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_941.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"942"	"9"	"Chapter 9: Percentage"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"9_percentage.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_942.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"943"	"10"	"Chapter 10: Profit and Loss"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"10_profit_and_loss.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_943.json"	"PENDING"	"PENDING"
"WAVE_M1"	"101"	"MATH"	"65"	"CBSE Grade 8 Mathematics - Exam Prep"	"944"	"11"	"Chapter 11: Compound Interest"	"45"	"20"	"12"	"8"	"5"	"14"	"22"	"23"	"31"	"AI should generate exactly the shortfall after extraction to reach target_total_questions; if extraction quality is low, regenerate up to ai_generation_max."	"Easy:30%, Medium:45%, Hard:20%, Expert:5%"	"board-exam style with conceptual + application + mixed format"	"OPTIONAL"	"4"	"Use images only when it improves clarity."	"11_compound_interest.pdf"	"/opt/robodynamics/session_materials/65/qbank/chapter_944.json"	"PENDING"	"PENDING"
